key_id,substitution_id,tournament_id,tournament_name,match_id,match_name,match_date,stage_name,group_name,team_id,team_name,team_code,home_team,away_team,player_id,family_name,given_name,shirt_number,minute_label,minute_regulation,minute_stoppage,match_period,going_off,coming_on
4322,S-4322,WC-2010,2010 FIFA World Cup,M-2010-07,Serbia v Ghana,2010-06-13,group stage,Group D,T-30,Ghana,GHA,0,1,P-07542,Addy,Lee,19,90'+1',90,1,"second half, stoppage time",0,1
4323,S-4323,WC-2010,2010 FIFA World Cup,M-2010-07,Serbia v Ghana,2010-06-13,group stage,Group D,T-30,Ghana,GHA,0,1,P-00211,Gyan,Asamoah,3,90'+3',90,3,"second half, stoppage time",1,0
4324,S-4324,WC-2010,2010 FIFA World Cup,M-2010-07,Serbia v Ghana,2010-06-13,group stage,Group D,T-30,Ghana,GHA,0,1,P-06874,Owusu-Abeyie,Quincy,20,90'+3',90,3,"second half, stoppage time",0,1
4325,S-4325,WC-2010,2010 FIFA World Cup,M-2010-08,Germany v Australia,2010-06-13,group stage,Group D,T-04,Australia,AUS,0,1,P-05001,Grella,Vince,13,46',46,0,second half,1,0
4326,S-4326,WC-2010,2010 FIFA World Cup,M-2010-08,Germany v Australia,2010-06-13,group stage,Group D,T-04,Australia,AUS,0,1,P-01550,Holman,Brett,14,46',46,0,second half,0,1
4327,S-4327,WC-2010,2010 FIFA World Cup,M-2010-08,Germany v Australia,2010-06-13,group stage,Group D,T-04,Australia,AUS,0,1,P-09141,Garcia,Richard,19,64',64,0,second half,1,0
4328,S-4328,WC-2010,2010 FIFA World Cup,M-2010-08,Germany v Australia,2010-06-13,group stage,Group D,T-04,Australia,AUS,0,1,P-08638,Rukavytsya,Nikita,17,64',64,0,second half,0,1
4329,S-4329,WC-2010,2010 FIFA World Cup,M-2010-08,Germany v Australia,2010-06-13,group stage,Group D,T-29,Germany,DEU,1,0,P-05224,Klose,Miroslav,11,68',68,0,second half,1,0
4330,S-4330,WC-2010,2010 FIFA World Cup,M-2010-08,Germany v Australia,2010-06-13,group stage,Group D,T-29,Germany,DEU,1,0,P-06831,Cacau,not applicable,19,68',68,0,second half,0,1
4331,S-4331,WC-2010,2010 FIFA World Cup,M-2010-08,Germany v Australia,2010-06-13,group stage,Group D,T-29,Germany,DEU,1,0,P-07823,Özil,Mesut,8,74',74,0,second half,1,0
4332,S-4332,WC-2010,2010 FIFA World Cup,M-2010-08,Germany v Australia,2010-06-13,group stage,Group D,T-04,Australia,AUS,0,1,P-06080,Emerton,Brett,7,74',74,0,second half,1,0
4333,S-4333,WC-2010,2010 FIFA World Cup,M-2010-08,Germany v Australia,2010-06-13,group stage,Group D,T-29,Germany,DEU,1,0,P-05098,Gómez,Mario,23,74',74,0,second half,0,1
4334,S-4334,WC-2010,2010 FIFA World Cup,M-2010-08,Germany v Australia,2010-06-13,group stage,Group D,T-04,Australia,AUS,0,1,P-02069,Jedinak,Mile,15,74',74,0,second half,0,1
4335,S-4335,WC-2010,2010 FIFA World Cup,M-2010-08,Germany v Australia,2010-06-13,group stage,Group D,T-29,Germany,DEU,1,0,P-01888,Podolski,Lukas,10,81',81,0,second half,1,0
4336,S-4336,WC-2010,2010 FIFA World Cup,M-2010-08,Germany v Australia,2010-06-13,group stage,Group D,T-29,Germany,DEU,1,0,P-04578,Marin,Marko,21,81',81,0,second half,0,1
4337,S-4337,WC-2010,2010 FIFA World Cup,M-2010-09,Netherlands v Denmark,2010-06-14,group stage,Group E,T-21,Denmark,DNK,0,1,P-04562,Enevoldsen,Thomas,20,56',56,0,second half,1,0
4338,S-4338,WC-2010,2010 FIFA World Cup,M-2010-09,Netherlands v Denmark,2010-06-14,group stage,Group E,T-21,Denmark,DNK,0,1,P-08557,Grønkjær,Jesper,8,56',56,0,second half,0,1
4339,S-4339,WC-2010,2010 FIFA World Cup,M-2010-09,Netherlands v Denmark,2010-06-14,group stage,Group E,T-21,Denmark,DNK,0,1,P-03820,Bendtner,Nicklas,11,62',62,0,second half,1,0
4340,S-4340,WC-2010,2010 FIFA World Cup,M-2010-09,Netherlands v Denmark,2010-06-14,group stage,Group E,T-21,Denmark,DNK,0,1,P-09549,Beckmann,Mikkel,17,62',62,0,second half,0,1
4341,S-4341,WC-2010,2010 FIFA World Cup,M-2010-09,Netherlands v Denmark,2010-06-14,group stage,Group E,T-46,Netherlands,NLD,1,0,P-00228,van der Vaart,Rafael,23,67',67,0,second half,1,0
4342,S-4342,WC-2010,2010 FIFA World Cup,M-2010-09,Netherlands v Denmark,2010-06-14,group stage,Group E,T-46,Netherlands,NLD,1,0,P-02930,Elia,Eljero,17,67',67,0,second half,0,1
4343,S-4343,WC-2010,2010 FIFA World Cup,M-2010-09,Netherlands v Denmark,2010-06-14,group stage,Group E,T-21,Denmark,DNK,0,1,P-03724,Kahlenberg,Thomas,12,73',73,0,second half,1,0
4344,S-4344,WC-2010,2010 FIFA World Cup,M-2010-09,Netherlands v Denmark,2010-06-14,group stage,Group E,T-21,Denmark,DNK,0,1,P-04961,Eriksen,Christian,21,73',73,0,second half,0,1
4345,S-4345,WC-2010,2010 FIFA World Cup,M-2010-09,Netherlands v Denmark,2010-06-14,group stage,Group E,T-46,Netherlands,NLD,1,0,P-09126,van Persie,Robin,9,77',77,0,second half,1,0
4346,S-4346,WC-2010,2010 FIFA World Cup,M-2010-09,Netherlands v Denmark,2010-06-14,group stage,Group E,T-46,Netherlands,NLD,1,0,P-03490,Afellay,Ibrahim,20,77',77,0,second half,0,1
4347,S-4347,WC-2010,2010 FIFA World Cup,M-2010-09,Netherlands v Denmark,2010-06-14,group stage,Group E,T-46,Netherlands,NLD,1,0,P-08835,de Jong,Nigel,8,88',88,0,second half,1,0
4348,S-4348,WC-2010,2010 FIFA World Cup,M-2010-09,Netherlands v Denmark,2010-06-14,group stage,Group E,T-46,Netherlands,NLD,1,0,P-01795,de Zeeuw,Demy,14,88',88,0,second half,0,1
4349,S-4349,WC-2010,2010 FIFA World Cup,M-2010-10,Japan v Cameroon,2010-06-14,group stage,Group E,T-11,Cameroon,CMR,0,1,P-00397,Matip,Joël,21,63',63,0,second half,1,0
4350,S-4350,WC-2010,2010 FIFA World Cup,M-2010-10,Japan v Cameroon,2010-06-14,group stage,Group E,T-11,Cameroon,CMR,0,1,P-09635,Emaná,Achille,10,63',63,0,second half,0,1
4351,S-4351,WC-2010,2010 FIFA World Cup,M-2010-10,Japan v Cameroon,2010-06-14,group stage,Group E,T-42,Japan,JPN,1,0,P-07398,Matsui,Daisuke,8,69',69,0,second half,1,0
4352,S-4352,WC-2010,2010 FIFA World Cup,M-2010-10,Japan v Cameroon,2010-06-14,group stage,Group E,T-42,Japan,JPN,1,0,P-03457,Okazaki,Shinji,9,69',69,0,second half,0,1
4353,S-4353,WC-2010,2010 FIFA World Cup,M-2010-10,Japan v Cameroon,2010-06-14,group stage,Group E,T-11,Cameroon,CMR,0,1,P-09438,Makoun,Jean,11,75',75,0,second half,1,0
4354,S-4354,WC-2010,2010 FIFA World Cup,M-2010-10,Japan v Cameroon,2010-06-14,group stage,Group E,T-11,Cameroon,CMR,0,1,P-07578,Choupo-Moting,Eric Maxim,13,75',75,0,second half,1,0
4355,S-4355,WC-2010,2010 FIFA World Cup,M-2010-10,Japan v Cameroon,2010-06-14,group stage,Group E,T-11,Cameroon,CMR,0,1,P-04486,Geremi,not applicable,8,75',75,0,second half,0,1
4356,S-4356,WC-2010,2010 FIFA World Cup,M-2010-10,Japan v Cameroon,2010-06-14,group stage,Group E,T-11,Cameroon,CMR,0,1,P-00967,Idrissou,Mohammadou,17,75',75,0,second half,0,1
4357,S-4357,WC-2010,2010 FIFA World Cup,M-2010-10,Japan v Cameroon,2010-06-14,group stage,Group E,T-42,Japan,JPN,1,0,P-05998,Ōkubo,Yoshito,16,82',82,0,second half,1,0
4358,S-4358,WC-2010,2010 FIFA World Cup,M-2010-10,Japan v Cameroon,2010-06-14,group stage,Group E,T-42,Japan,JPN,1,0,P-08418,Yano,Kisho,12,82',82,0,second half,0,1
4359,S-4359,WC-2010,2010 FIFA World Cup,M-2010-10,Japan v Cameroon,2010-06-14,group stage,Group E,T-42,Japan,JPN,1,0,P-04090,Hasebe,Makoto,17,88',88,0,second half,1,0
4360,S-4360,WC-2010,2010 FIFA World Cup,M-2010-10,Japan v Cameroon,2010-06-14,group stage,Group E,T-42,Japan,JPN,1,0,P-02842,Inamoto,Junichi,20,88',88,0,second half,0,1
4361,S-4361,WC-2010,2010 FIFA World Cup,M-2010-11,Italy v Paraguay,2010-06-14,group stage,Group F,T-39,Italy,ITA,1,0,P-00677,Buffon,Gianluigi,1,46',46,0,second half,1,0
4362,S-4362,WC-2010,2010 FIFA World Cup,M-2010-11,Italy v Paraguay,2010-06-14,group stage,Group F,T-39,Italy,ITA,1,0,P-00014,Marchetti,Federico,12,46',46,0,second half,0,1
4363,S-4363,WC-2010,2010 FIFA World Cup,M-2010-11,Italy v Paraguay,2010-06-14,group stage,Group F,T-39,Italy,ITA,1,0,P-07024,Marchisio,Claudio,15,59',59,0,second half,1,0
4364,S-4364,WC-2010,2010 FIFA World Cup,M-2010-11,Italy v Paraguay,2010-06-14,group stage,Group F,T-39,Italy,ITA,1,0,P-09267,Camoranesi,Mauro,16,59',59,0,second half,0,1
4365,S-4365,WC-2010,2010 FIFA World Cup,M-2010-11,Italy v Paraguay,2010-06-14,group stage,Group F,T-53,Paraguay,PRY,0,1,P-09738,Torres,Aureliano,17,60',60,0,second half,1,0
4366,S-4366,WC-2010,2010 FIFA World Cup,M-2010-11,Italy v Paraguay,2010-06-14,group stage,Group F,T-53,Paraguay,PRY,0,1,P-05801,Santana,Jonathan,11,60',60,0,second half,0,1
4367,S-4367,WC-2010,2010 FIFA World Cup,M-2010-11,Italy v Paraguay,2010-06-14,group stage,Group F,T-53,Paraguay,PRY,0,1,P-08363,Valdez,Nelson,18,68',68,0,second half,1,0
4368,S-4368,WC-2010,2010 FIFA World Cup,M-2010-11,Italy v Paraguay,2010-06-14,group stage,Group F,T-53,Paraguay,PRY,0,1,P-00564,Santa Cruz,Roque,9,68',68,0,second half,0,1
4369,S-4369,WC-2010,2010 FIFA World Cup,M-2010-11,Italy v Paraguay,2010-06-14,group stage,Group F,T-39,Italy,ITA,1,0,P-09119,Gilardino,Alberto,11,72',72,0,second half,1,0
4370,S-4370,WC-2010,2010 FIFA World Cup,M-2010-11,Italy v Paraguay,2010-06-14,group stage,Group F,T-39,Italy,ITA,1,0,P-03489,Di Natale,Antonio,10,72',72,0,second half,0,1
4371,S-4371,WC-2010,2010 FIFA World Cup,M-2010-11,Italy v Paraguay,2010-06-14,group stage,Group F,T-53,Paraguay,PRY,0,1,P-02352,Barrios,Lucas,19,76',76,0,second half,1,0
4372,S-4372,WC-2010,2010 FIFA World Cup,M-2010-11,Italy v Paraguay,2010-06-14,group stage,Group F,T-53,Paraguay,PRY,0,1,P-09362,Cardozo,Óscar,7,76',76,0,second half,0,1
4373,S-4373,WC-2010,2010 FIFA World Cup,M-2010-12,New Zealand v Slovakia,2010-06-15,group stage,Group F,T-47,New Zealand,NZL,1,0,P-05024,Killen,Chris,10,72',72,0,second half,1,0
4374,S-4374,WC-2010,2010 FIFA World Cup,M-2010-12,New Zealand v Slovakia,2010-06-15,group stage,Group F,T-47,New Zealand,NZL,1,0,P-07308,Wood,Chris,20,72',72,0,second half,0,1
4375,S-4375,WC-2010,2010 FIFA World Cup,M-2010-12,New Zealand v Slovakia,2010-06-15,group stage,Group F,T-47,New Zealand,NZL,1,0,P-08135,Vicelich,Ivan,5,78',78,0,second half,1,0
4376,S-4376,WC-2010,2010 FIFA World Cup,M-2010-12,New Zealand v Slovakia,2010-06-15,group stage,Group F,T-47,New Zealand,NZL,1,0,P-06371,Christie,Jeremy,21,78',78,0,second half,0,1
4377,S-4377,WC-2010,2010 FIFA World Cup,M-2010-12,New Zealand v Slovakia,2010-06-15,group stage,Group F,T-66,Slovakia,SVK,0,1,P-00735,Šesták,Stanislav,9,81',81,0,second half,1,0
4378,S-4378,WC-2010,2010 FIFA World Cup,M-2010-12,New Zealand v Slovakia,2010-06-15,group stage,Group F,T-66,Slovakia,SVK,0,1,P-06557,Hološko,Filip,13,81',81,0,second half,0,1
4379,S-4379,WC-2010,2010 FIFA World Cup,M-2010-12,New Zealand v Slovakia,2010-06-15,group stage,Group F,T-66,Slovakia,SVK,0,1,P-08151,Vittek,Róbert,11,84',84,0,second half,1,0
4380,S-4380,WC-2010,2010 FIFA World Cup,M-2010-12,New Zealand v Slovakia,2010-06-15,group stage,Group F,T-66,Slovakia,SVK,0,1,P-05062,Stoch,Miroslav,15,84',84,0,second half,0,1
4381,S-4381,WC-2010,2010 FIFA World Cup,M-2010-12,New Zealand v Slovakia,2010-06-15,group stage,Group F,T-66,Slovakia,SVK,0,1,P-09359,Weiss,Vladimír,7,90'+1',90,1,"second half, stoppage time",1,0
4382,S-4382,WC-2010,2010 FIFA World Cup,M-2010-12,New Zealand v Slovakia,2010-06-15,group stage,Group F,T-66,Slovakia,SVK,0,1,P-02258,Kucka,Juraj,19,90'+1',90,1,"second half, stoppage time",0,1
4383,S-4383,WC-2010,2010 FIFA World Cup,M-2010-13,Ivory Coast v Portugal,2010-06-15,group stage,Group G,T-56,Portugal,PRT,0,1,P-07851,Danny,not applicable,10,55',55,0,second half,1,0
4384,S-4384,WC-2010,2010 FIFA World Cup,M-2010-13,Ivory Coast v Portugal,2010-06-15,group stage,Group G,T-56,Portugal,PRT,0,1,P-01219,Simão,not applicable,11,55',55,0,second half,0,1
4385,S-4385,WC-2010,2010 FIFA World Cup,M-2010-13,Ivory Coast v Portugal,2010-06-15,group stage,Group G,T-56,Portugal,PRT,0,1,P-03342,Deco,not applicable,20,62',62,0,second half,1,0
4386,S-4386,WC-2010,2010 FIFA World Cup,M-2010-13,Ivory Coast v Portugal,2010-06-15,group stage,Group G,T-56,Portugal,PRT,0,1,P-00362,Tiago,not applicable,19,62',62,0,second half,0,1
4387,S-4387,WC-2010,2010 FIFA World Cup,M-2010-13,Ivory Coast v Portugal,2010-06-15,group stage,Group G,T-40,Ivory Coast,CIV,1,0,P-06396,Kalou,Salomon,8,66',66,0,second half,1,0
4388,S-4388,WC-2010,2010 FIFA World Cup,M-2010-13,Ivory Coast v Portugal,2010-06-15,group stage,Group G,T-40,Ivory Coast,CIV,1,0,P-06256,Drogba,Didier,11,66',66,0,second half,0,1
4389,S-4389,WC-2010,2010 FIFA World Cup,M-2010-13,Ivory Coast v Portugal,2010-06-15,group stage,Group G,T-40,Ivory Coast,CIV,1,0,P-03147,Gervinho,not applicable,10,82',82,0,second half,1,0
4390,S-4390,WC-2010,2010 FIFA World Cup,M-2010-13,Ivory Coast v Portugal,2010-06-15,group stage,Group G,T-40,Ivory Coast,CIV,1,0,P-03607,Kader Keïta,Abdul,18,82',82,0,second half,0,1
4391,S-4391,WC-2010,2010 FIFA World Cup,M-2010-13,Ivory Coast v Portugal,2010-06-15,group stage,Group G,T-56,Portugal,PRT,0,1,P-07944,Meireles,Raul,16,85',85,0,second half,1,0
4392,S-4392,WC-2010,2010 FIFA World Cup,M-2010-13,Ivory Coast v Portugal,2010-06-15,group stage,Group G,T-56,Portugal,PRT,0,1,P-00545,Amorim,Rúben,17,85',85,0,second half,0,1
4393,S-4393,WC-2010,2010 FIFA World Cup,M-2010-13,Ivory Coast v Portugal,2010-06-15,group stage,Group G,T-40,Ivory Coast,CIV,1,0,P-07536,Eboué,Emmanuel,21,89',89,0,second half,1,0
4394,S-4394,WC-2010,2010 FIFA World Cup,M-2010-13,Ivory Coast v Portugal,2010-06-15,group stage,Group G,T-40,Ivory Coast,CIV,1,0,P-03192,Romaric,not applicable,13,89',89,0,second half,0,1
4395,S-4395,WC-2010,2010 FIFA World Cup,M-2010-14,Brazil v North Korea,2010-06-15,group stage,Group G,T-09,Brazil,BRA,1,0,P-03997,Elano,not applicable,7,73',73,0,second half,1,0
4396,S-4396,WC-2010,2010 FIFA World Cup,M-2010-14,Brazil v North Korea,2010-06-15,group stage,Group G,T-09,Brazil,BRA,1,0,P-08637,Alves,Dani,13,73',73,0,second half,0,1
4397,S-4397,WC-2010,2010 FIFA World Cup,M-2010-14,Brazil v North Korea,2010-06-15,group stage,Group G,T-09,Brazil,BRA,1,0,P-05356,Kaká,not applicable,10,78',78,0,second half,1,0
4398,S-4398,WC-2010,2010 FIFA World Cup,M-2010-14,Brazil v North Korea,2010-06-15,group stage,Group G,T-09,Brazil,BRA,1,0,P-06813,Nilmar,not applicable,21,78',78,0,second half,0,1
4399,S-4399,WC-2010,2010 FIFA World Cup,M-2010-14,Brazil v North Korea,2010-06-15,group stage,Group G,T-49,North Korea,PRK,0,1,P-02980,Mun,In-guk,11,80',80,0,second half,1,0
4400,S-4400,WC-2010,2010 FIFA World Cup,M-2010-14,Brazil v North Korea,2010-06-15,group stage,Group G,T-49,North Korea,PRK,0,1,P-07867,Kim,Kum-il,6,80',80,0,second half,0,1
4401,S-4401,WC-2010,2010 FIFA World Cup,M-2010-14,Brazil v North Korea,2010-06-15,group stage,Group G,T-09,Brazil,BRA,1,0,P-08226,Melo,Felipe,5,84',84,0,second half,1,0
4402,S-4402,WC-2010,2010 FIFA World Cup,M-2010-14,Brazil v North Korea,2010-06-15,group stage,Group G,T-09,Brazil,BRA,1,0,P-08209,Ramires,not applicable,18,84',84,0,second half,0,1
4403,S-4403,WC-2010,2010 FIFA World Cup,M-2010-15,Honduras v Chile,2010-06-16,group stage,Group H,T-13,Chile,CHL,0,1,P-03758,Millar,Rodrigo,20,52',52,0,second half,1,0
4404,S-4404,WC-2010,2010 FIFA World Cup,M-2010-15,Honduras v Chile,2010-06-16,group stage,Group H,T-13,Chile,CHL,0,1,P-08448,Jara,Gonzalo,18,52',52,0,second half,0,1
4405,S-4405,WC-2010,2010 FIFA World Cup,M-2010-15,Honduras v Chile,2010-06-16,group stage,Group H,T-33,Honduras,HND,1,0,P-00534,Pavón,Carlos,9,60',60,0,second half,1,0
4406,S-4406,WC-2010,2010 FIFA World Cup,M-2010-15,Honduras v Chile,2010-06-16,group stage,Group H,T-33,Honduras,HND,1,0,P-03575,Welcome,Georgie,12,60',60,0,second half,0,1
4407,S-4407,WC-2010,2010 FIFA World Cup,M-2010-15,Honduras v Chile,2010-06-16,group stage,Group H,T-33,Honduras,HND,1,0,P-09703,Guevara,Amado,20,66',66,0,second half,1,0
4408,S-4408,WC-2010,2010 FIFA World Cup,M-2010-15,Honduras v Chile,2010-06-16,group stage,Group H,T-33,Honduras,HND,1,0,P-03044,Thomas,Hendry,6,66',66,0,second half,0,1
4409,S-4409,WC-2010,2010 FIFA World Cup,M-2010-15,Honduras v Chile,2010-06-16,group stage,Group H,T-33,Honduras,HND,1,0,P-03274,Núñez,Ramón,7,78',78,0,second half,1,0
4410,S-4410,WC-2010,2010 FIFA World Cup,M-2010-15,Honduras v Chile,2010-06-16,group stage,Group H,T-33,Honduras,HND,1,0,P-08694,Martínez,Walter,15,78',78,0,second half,0,1
4411,S-4411,WC-2010,2010 FIFA World Cup,M-2010-15,Honduras v Chile,2010-06-16,group stage,Group H,T-13,Chile,CHL,0,1,P-05586,Vidal,Arturo,8,81',81,0,second half,1,0
4412,S-4412,WC-2010,2010 FIFA World Cup,M-2010-15,Honduras v Chile,2010-06-16,group stage,Group H,T-13,Chile,CHL,0,1,P-01869,Contreras,Pablo,5,81',81,0,second half,0,1
4413,S-4413,WC-2010,2010 FIFA World Cup,M-2010-15,Honduras v Chile,2010-06-16,group stage,Group H,T-13,Chile,CHL,0,1,P-07689,Valdivia,Jorge,10,87',87,0,second half,1,0
4414,S-4414,WC-2010,2010 FIFA World Cup,M-2010-15,Honduras v Chile,2010-06-16,group stage,Group H,T-13,Chile,CHL,0,1,P-05628,González,Mark,11,87',87,0,second half,0,1
4415,S-4415,WC-2010,2010 FIFA World Cup,M-2010-16,Spain v Switzerland,2010-06-16,group stage,Group H,T-73,Switzerland,CHE,0,1,P-01223,Senderos,Philippe,4,36',36,0,first half,1,0
4416,S-4416,WC-2010,2010 FIFA World Cup,M-2010-16,Spain v Switzerland,2010-06-16,group stage,Group H,T-73,Switzerland,CHE,0,1,P-09016,von Bergen,Steve,5,36',36,0,first half,0,1
4417,S-4417,WC-2010,2010 FIFA World Cup,M-2010-16,Spain v Switzerland,2010-06-16,group stage,Group H,T-71,Spain,ESP,1,0,P-00986,Busquets,Sergio,16,61',61,0,second half,1,0
4418,S-4418,WC-2010,2010 FIFA World Cup,M-2010-16,Spain v Switzerland,2010-06-16,group stage,Group H,T-71,Spain,ESP,1,0,P-01843,Torres,Fernando,9,61',61,0,second half,0,1
4419,S-4419,WC-2010,2010 FIFA World Cup,M-2010-16,Spain v Switzerland,2010-06-16,group stage,Group H,T-71,Spain,ESP,1,0,P-00081,Silva,David,21,62',62,0,second half,1,0
4420,S-4420,WC-2010,2010 FIFA World Cup,M-2010-16,Spain v Switzerland,2010-06-16,group stage,Group H,T-71,Spain,ESP,1,0,P-01101,Navas,Jesús,22,62',62,0,second half,0,1
4421,S-4421,WC-2010,2010 FIFA World Cup,M-2010-16,Spain v Switzerland,2010-06-16,group stage,Group H,T-71,Spain,ESP,1,0,P-02250,Iniesta,Andrés,6,77',77,0,second half,1,0
4422,S-4422,WC-2010,2010 FIFA World Cup,M-2010-16,Spain v Switzerland,2010-06-16,group stage,Group H,T-71,Spain,ESP,1,0,P-08016,Pedro,not applicable,18,77',77,0,second half,0,1
4423,S-4423,WC-2010,2010 FIFA World Cup,M-2010-16,Spain v Switzerland,2010-06-16,group stage,Group H,T-73,Switzerland,CHE,0,1,P-09032,Derdiyok,Eren,19,79',79,0,second half,1,0
4424,S-4424,WC-2010,2010 FIFA World Cup,M-2010-16,Spain v Switzerland,2010-06-16,group stage,Group H,T-73,Switzerland,CHE,0,1,P-08078,Yakin,Hakan,15,79',79,0,second half,0,1
4425,S-4425,WC-2010,2010 FIFA World Cup,M-2010-16,Spain v Switzerland,2010-06-16,group stage,Group H,T-73,Switzerland,CHE,0,1,P-02336,Barnetta,Tranquillo,7,90'+2',90,2,"second half, stoppage time",1,0
4426,S-4426,WC-2010,2010 FIFA World Cup,M-2010-16,Spain v Switzerland,2010-06-16,group stage,Group H,T-73,Switzerland,CHE,0,1,P-07802,Eggimann,Mario,22,90'+2',90,2,"second half, stoppage time",0,1
4427,S-4427,WC-2010,2010 FIFA World Cup,M-2010-17,South Africa v Uruguay,2010-06-16,group stage,Group A,T-68,South Africa,ZAF,1,0,P-02316,Letsholonyane,Reneilwe,12,57',57,0,second half,1,0
4428,S-4428,WC-2010,2010 FIFA World Cup,M-2010-17,South Africa v Uruguay,2010-06-16,group stage,Group A,T-68,South Africa,ZAF,1,0,P-04069,Moriri,Surprise,19,57',57,0,second half,0,1
4429,S-4429,WC-2010,2010 FIFA World Cup,M-2010-17,South Africa v Uruguay,2010-06-16,group stage,Group A,T-81,Uruguay,URY,0,1,P-03650,Fucile,Jorge,4,71',71,0,second half,1,0
4430,S-4430,WC-2010,2010 FIFA World Cup,M-2010-17,South Africa v Uruguay,2010-06-16,group stage,Group A,T-81,Uruguay,URY,0,1,P-06995,Fernández,Álvaro,20,71',71,0,second half,0,1
4431,S-4431,WC-2010,2010 FIFA World Cup,M-2010-17,South Africa v Uruguay,2010-06-16,group stage,Group A,T-68,South Africa,ZAF,1,0,P-05951,Pienaar,Steven,10,79',79,0,second half,1,0
4432,S-4432,WC-2010,2010 FIFA World Cup,M-2010-17,South Africa v Uruguay,2010-06-16,group stage,Group A,T-68,South Africa,ZAF,1,0,P-07869,Josephs,Moeneeb,1,79',79,0,second half,0,1
4433,S-4433,WC-2010,2010 FIFA World Cup,M-2010-17,South Africa v Uruguay,2010-06-16,group stage,Group A,T-81,Uruguay,URY,0,1,P-03222,Cavani,Edinson,7,89',89,0,second half,1,0
4434,S-4434,WC-2010,2010 FIFA World Cup,M-2010-17,South Africa v Uruguay,2010-06-16,group stage,Group A,T-81,Uruguay,URY,0,1,P-05629,Fernández,Sebastián,21,89',89,0,second half,0,1
4435,S-4435,WC-2010,2010 FIFA World Cup,M-2010-17,South Africa v Uruguay,2010-06-16,group stage,Group A,T-81,Uruguay,URY,0,1,P-01857,Pérez,Diego,15,90',90,0,second half,1,0
4436,S-4436,WC-2010,2010 FIFA World Cup,M-2010-17,South Africa v Uruguay,2010-06-16,group stage,Group A,T-81,Uruguay,URY,0,1,P-03850,Gargano,Walter,5,90',90,0,second half,0,1
4437,S-4437,WC-2010,2010 FIFA World Cup,M-2010-18,Argentina v South Korea,2010-06-17,group stage,Group B,T-03,Argentina,ARG,1,0,P-02392,Samuel,Walter,13,23',23,0,first half,1,0
4438,S-4438,WC-2010,2010 FIFA World Cup,M-2010-18,Argentina v South Korea,2010-06-17,group stage,Group B,T-03,Argentina,ARG,1,0,P-02620,Burdisso,Nicolás,4,23',23,0,first half,0,1
4439,S-4439,WC-2010,2010 FIFA World Cup,M-2010-18,Argentina v South Korea,2010-06-17,group stage,Group B,T-69,South Korea,KOR,0,1,P-06363,Ki,Sung-yueng,16,46',46,0,second half,1,0
4440,S-4440,WC-2010,2010 FIFA World Cup,M-2010-18,Argentina v South Korea,2010-06-17,group stage,Group B,T-69,South Korea,KOR,0,1,P-06230,Kim,Nam-il,5,46',46,0,second half,0,1
4441,S-4441,WC-2010,2010 FIFA World Cup,M-2010-18,Argentina v South Korea,2010-06-17,group stage,Group B,T-03,Argentina,ARG,1,0,P-09178,Tevez,Carlos,11,75',75,0,second half,1,0
4442,S-4442,WC-2010,2010 FIFA World Cup,M-2010-18,Argentina v South Korea,2010-06-17,group stage,Group B,T-03,Argentina,ARG,1,0,P-00204,Agüero,Sergio,16,75',75,0,second half,0,1
4443,S-4443,WC-2010,2010 FIFA World Cup,M-2010-18,Argentina v South Korea,2010-06-17,group stage,Group B,T-69,South Korea,KOR,0,1,P-00805,Park,Chu-young,10,81',81,0,second half,1,0
4444,S-4444,WC-2010,2010 FIFA World Cup,M-2010-18,Argentina v South Korea,2010-06-17,group stage,Group B,T-69,South Korea,KOR,0,1,P-04469,Lee,Dong-gook,20,81',81,0,second half,0,1
4445,S-4445,WC-2010,2010 FIFA World Cup,M-2010-18,Argentina v South Korea,2010-06-17,group stage,Group B,T-03,Argentina,ARG,1,0,P-04163,Higuaín,Gonzalo,9,82',82,0,second half,1,0
4446,S-4446,WC-2010,2010 FIFA World Cup,M-2010-18,Argentina v South Korea,2010-06-17,group stage,Group B,T-03,Argentina,ARG,1,0,P-09152,Bolatti,Mario,5,82',82,0,second half,0,1
4447,S-4447,WC-2010,2010 FIFA World Cup,M-2010-19,Greece v Nigeria,2010-06-17,group stage,Group B,T-31,Greece,GRC,1,0,P-00686,Papastathopoulos,Sokratis,19,37',37,0,first half,1,0
4448,S-4448,WC-2010,2010 FIFA World Cup,M-2010-19,Greece v Nigeria,2010-06-17,group stage,Group B,T-31,Greece,GRC,1,0,P-01777,Samaras,Georgios,7,37',37,0,first half,0,1
4449,S-4449,WC-2010,2010 FIFA World Cup,M-2010-19,Greece v Nigeria,2010-06-17,group stage,Group B,T-48,Nigeria,NGA,0,1,P-05673,Odemwingie,Peter,11,46',46,0,second half,1,0
4450,S-4450,WC-2010,2010 FIFA World Cup,M-2010-19,Greece v Nigeria,2010-06-17,group stage,Group B,T-48,Nigeria,NGA,0,1,P-04377,Obasi,Chinedu,19,46',46,0,second half,0,1
4451,S-4451,WC-2010,2010 FIFA World Cup,M-2010-19,Greece v Nigeria,2010-06-17,group stage,Group B,T-48,Nigeria,NGA,0,1,P-03985,Taiwo,Taye,3,55',55,0,second half,1,0
