key_id,tournament_id,tournament_name,match_id,match_name,match_date,stage_name,group_name,referee_id,family_name,given_name,country_name,confederation_id,confederation_name,confederation_code
642,WC-1999,1999 FIFA Women's World Cup,M-1999-10,Norway vs Canada,1999-06-23,group stage,Group C,R-322,Ogston,Tammy,Australia,CF-1,Asian Football Confederation,AFC
643,WC-1999,1999 FIFA Women's World Cup,M-1999-11,Australia vs Sweden,1999-06-23,group stage,Group D,R-168,Gaye,Fatou,Senegal,CF-2,Confederation of African Football,CAF
644,WC-1999,1999 FIFA Women's World Cup,M-1999-12,China vs Ghana,1999-06-23,group stage,Group D,R-184,Günthner,Elke,Germany,CF-6,Union of European Football Associations,UEFA
645,WC-1999,1999 FIFA Women's World Cup,M-1999-13,Brazil vs Italy,1999-06-24,group stage,Group B,R-314,Nielsen,Gitte,Denmark,CF-6,Union of European Football Associations,UEFA
646,WC-1999,1999 FIFA Women's World Cup,M-1999-14,North Korea vs Denmark,1999-06-24,group stage,Group A,R-335,Pardo,Martha Liliana,Colombia,CF-4,South American Football Confederation,CONMEBOL
647,WC-1999,1999 FIFA Women's World Cup,M-1999-15,United States vs Nigeria,1999-06-24,group stage,Group A,R-342,Petignat,Nicole,Switzerland,CF-6,Union of European Football Associations,UEFA
648,WC-1999,1999 FIFA Women's World Cup,M-1999-16,Germany vs Mexico,1999-06-24,group stage,Group B,R-199,Im,Eun-ju,South Korea,CF-1,Asian Football Confederation,AFC
649,WC-1999,1999 FIFA Women's World Cup,M-1999-17,Canada vs Russia,1999-06-26,group stage,Group C,R-493,Zuo,Xiudi,China,CF-1,Asian Football Confederation,AFC
650,WC-1999,1999 FIFA Women's World Cup,M-1999-18,China vs Australia,1999-06-26,group stage,Group D,R-196,Hunt,Sandra,United States,CF-3,"Confederation of North, Central American and Caribbean Association Football",CONCACAF
651,WC-1999,1999 FIFA Women's World Cup,M-1999-19,Ghana vs Sweden,1999-06-26,group stage,Group D,R-120,Denoncourt,Sonia,Canada,CF-3,"Confederation of North, Central American and Caribbean Association Football",CONCACAF
652,WC-1999,1999 FIFA Women's World Cup,M-1999-20,Norway vs Japan,1999-06-26,group stage,Group C,R-101,Contreras,Marisela,Venezuela,CF-4,South American Football Confederation,CONMEBOL
653,WC-1999,1999 FIFA Women's World Cup,M-1999-21,Germany vs Brazil,1999-06-27,group stage,Group B,R-199,Im,Eun-ju,South Korea,CF-1,Asian Football Confederation,AFC
654,WC-1999,1999 FIFA Women's World Cup,M-1999-22,Nigeria vs Denmark,1999-06-27,group stage,Group A,R-410,Siqueira,Maria Edilene,Brazil,CF-4,South American Football Confederation,CONMEBOL
655,WC-1999,1999 FIFA Women's World Cup,M-1999-23,Mexico vs Italy,1999-06-27,group stage,Group B,R-002,Abidoye,Bola Elizabeth,Nigeria,CF-2,Confederation of African Football,CAF
656,WC-1999,1999 FIFA Women's World Cup,M-1999-24,United States vs North Korea,1999-06-27,group stage,Group A,R-139,Elovirta,Katriina,Finland,CF-6,Union of European Football Associations,UEFA
657,WC-1999,1999 FIFA Women's World Cup,M-1999-25,China vs Russia,1999-06-30,quarter-final,not applicable,R-342,Petignat,Nicole,Switzerland,CF-6,Union of European Football Associations,UEFA
658,WC-1999,1999 FIFA Women's World Cup,M-1999-26,Norway vs Sweden,1999-06-30,quarter-final,not applicable,R-199,Im,Eun-ju,South Korea,CF-1,Asian Football Confederation,AFC
659,WC-1999,1999 FIFA Women's World Cup,M-1999-27,United States vs Germany,1999-07-01,quarter-final,not applicable,R-335,Pardo,Martha Liliana,Colombia,CF-4,South American Football Confederation,CONMEBOL
660,WC-1999,1999 FIFA Women's World Cup,M-1999-28,Brazil vs Nigeria,1999-07-01,quarter-final,not applicable,R-438,Tovar,Virginia,Mexico,CF-3,"Confederation of North, Central American and Caribbean Association Football",CONCACAF
661,WC-1999,1999 FIFA Women's World Cup,M-1999-29,United States vs Brazil,1999-07-04,semi-final,not applicable,R-139,Elovirta,Katriina,Finland,CF-6,Union of European Football Associations,UEFA
662,WC-1999,1999 FIFA Women's World Cup,M-1999-30,Norway vs China,1999-07-04,semi-final,not applicable,R-120,Denoncourt,Sonia,Canada,CF-3,"Confederation of North, Central American and Caribbean Association Football",CONCACAF
663,WC-1999,1999 FIFA Women's World Cup,M-1999-31,Brazil vs Norway,1999-07-10,third-place match,not applicable,R-199,Im,Eun-ju,South Korea,CF-1,Asian Football Confederation,AFC
664,WC-1999,1999 FIFA Women's World Cup,M-1999-32,United States vs China,1999-07-10,final,not applicable,R-342,Petignat,Nicole,Switzerland,CF-6,Union of European Football Associations,UEFA
665,WC-2002,2002 FIFA Men's World Cup,M-2002-01,France vs Senegal,2002-05-31,group stage,Group A,R-071,Bujsaim,Ali,United Arab Emirates,CF-1,Asian Football Confederation,AFC
666,WC-2002,2002 FIFA Men's World Cup,M-2002-02,Republic of Ireland vs Cameroon,2002-06-01,group stage,Group E,R-212,Kamikawa,Toru,Japan,CF-1,Asian Football Confederation,AFC
667,WC-2002,2002 FIFA Men's World Cup,M-2002-03,Uruguay vs Denmark,2002-06-01,group stage,Group A,R-268,Mane,Saad,Kuwait,CF-1,Asian Football Confederation,AFC
668,WC-2002,2002 FIFA Men's World Cup,M-2002-04,Germany vs Saudi Arabia,2002-06-01,group stage,Group E,R-024,Aquino,Ubaldo,Paraguay,CF-4,South American Football Confederation,CONMEBOL
669,WC-2002,2002 FIFA Men's World Cup,M-2002-05,Argentina vs Nigeria,2002-06-02,group stage,Group F,R-461,Veissière,Gilles,France,CF-6,Union of European Football Associations,UEFA
670,WC-2002,2002 FIFA Men's World Cup,M-2002-06,Paraguay vs South Africa,2002-06-02,group stage,Group B,R-298,Micheľ,Ľuboš,Slovakia,CF-6,Union of European Football Associations,UEFA
671,WC-2002,2002 FIFA Men's World Cup,M-2002-07,England vs Sweden,2002-06-02,group stage,Group F,R-409,Simon,Carlos Eugênio,Brazil,CF-4,South American Football Confederation,CONMEBOL
672,WC-2002,2002 FIFA Men's World Cup,M-2002-08,Spain vs Slovenia,2002-06-02,group stage,Group B,R-182,Guezzaz,Mohamed,Morocco,CF-2,Confederation of African Football,CAF
673,WC-2002,2002 FIFA Men's World Cup,M-2002-09,Croatia vs Mexico,2002-06-03,group stage,Group G,R-256,Lu,Jun,China,CF-1,Asian Football Confederation,AFC
674,WC-2002,2002 FIFA Men's World Cup,M-2002-10,Brazil vs Turkey,2002-06-03,group stage,Group C,R-221,Kim,Young-joo,South Korea,CF-1,Asian Football Confederation,AFC
675,WC-2002,2002 FIFA Men's World Cup,M-2002-11,Italy vs Ecuador,2002-06-03,group stage,Group G,R-186,Hall,Brian,United States,CF-3,"Confederation of North, Central American and Caribbean Association Football",CONCACAF
676,WC-2002,2002 FIFA Men's World Cup,M-2002-12,China vs Costa Rica,2002-06-04,group stage,Group C,R-458,Vassaras,Kyros,Greece,CF-6,Union of European Football Associations,UEFA
677,WC-2002,2002 FIFA Men's World Cup,M-2002-13,Japan vs Belgium,2002-06-04,group stage,Group H,R-285,Mattus,William,Costa Rica,CF-3,"Confederation of North, Central American and Caribbean Association Football",CONCACAF
678,WC-2002,2002 FIFA Men's World Cup,M-2002-14,South Korea vs Poland,2002-06-04,group stage,Group D,R-384,Ruiz,Óscar,Colombia,CF-4,South American Football Confederation,CONMEBOL
679,WC-2002,2002 FIFA Men's World Cup,M-2002-15,Russia vs Tunisia,2002-06-05,group stage,Group H,R-351,Prendergast,Peter,Jamaica,CF-3,"Confederation of North, Central American and Caribbean Association Football",CONCACAF
680,WC-2002,2002 FIFA Men's World Cup,M-2002-16,United States vs Portugal,2002-06-05,group stage,Group D,R-304,Moreno,Byron,Ecuador,CF-4,South American Football Confederation,CONMEBOL
681,WC-2002,2002 FIFA Men's World Cup,M-2002-17,Germany vs Republic of Ireland,2002-06-05,group stage,Group E,R-315,Nielsen,Kim Milton,Denmark,CF-6,Union of European Football Associations,UEFA
682,WC-2002,2002 FIFA Men's World Cup,M-2002-18,Denmark vs Senegal,2002-06-06,group stage,Group A,R-045,Batres,Carlos Alberto,Guatemala,CF-3,"Confederation of North, Central American and Caribbean Association Football",CONCACAF
683,WC-2002,2002 FIFA Men's World Cup,M-2002-19,Cameroon vs Saudi Arabia,2002-06-06,group stage,Group E,R-189,Hauge,Terje,Norway,CF-6,Union of European Football Associations,UEFA
684,WC-2002,2002 FIFA Men's World Cup,M-2002-20,France vs Uruguay,2002-06-06,group stage,Group A,R-363,Ramos,Felipe,Mexico,CF-3,"Confederation of North, Central American and Caribbean Association Football",CONCACAF
685,WC-2002,2002 FIFA Men's World Cup,M-2002-21,Sweden vs Nigeria,2002-06-07,group stage,Group F,R-330,Ortubé,René,Bolivia,CF-4,South American Football Confederation,CONMEBOL
686,WC-2002,2002 FIFA Men's World Cup,M-2002-22,Spain vs Paraguay,2002-06-07,group stage,Group B,R-012,Al-Ghandour,Gamal,Egypt,CF-2,Confederation of African Football,CAF
687,WC-2002,2002 FIFA Men's World Cup,M-2002-23,Argentina vs England,2002-06-07,group stage,Group F,R-098,Collina,Pierluigi,Italy,CF-6,Union of European Football Associations,UEFA
688,WC-2002,2002 FIFA Men's World Cup,M-2002-24,South Africa vs Slovenia,2002-06-08,group stage,Group B,R-387,Sánchez,Ángel,Argentina,CF-4,South American Football Confederation,CONMEBOL
689,WC-2002,2002 FIFA Men's World Cup,M-2002-25,Italy vs Croatia,2002-06-08,group stage,Group G,R-347,Poll,Graham,England,CF-6,Union of European Football Associations,UEFA
690,WC-2002,2002 FIFA Men's World Cup,M-2002-26,Brazil vs China,2002-06-08,group stage,Group C,R-155,Frisk,Anders,Sweden,CF-6,Union of European Football Associations,UEFA
691,WC-2002,2002 FIFA Men's World Cup,M-2002-27,Mexico vs Ecuador,2002-06-09,group stage,Group G,R-108,Daami,Mourad,Tunisia,CF-2,Confederation of African Football,CAF
692,WC-2002,2002 FIFA Men's World Cup,M-2002-28,Costa Rica vs Turkey,2002-06-09,group stage,Group C,R-096,Codjia,Coffi,Benin,CF-1,Asian Football Confederation,AFC
693,WC-2002,2002 FIFA Men's World Cup,M-2002-29,Japan vs Russia,2002-06-09,group stage,Group H,R-297,Merk,Markus,Germany,CF-6,Union of European Football Associations,UEFA
694,WC-2002,2002 FIFA Men's World Cup,M-2002-30,South Korea vs United States,2002-06-10,group stage,Group D,R-292,Meier,Urs,Switzerland,CF-6,Union of European Football Associations,UEFA
695,WC-2002,2002 FIFA Men's World Cup,M-2002-31,Tunisia vs Belgium,2002-06-10,group stage,Group H,R-401,Shield,Mark,Australia,CF-1,Asian Football Confederation,AFC
696,WC-2002,2002 FIFA Men's World Cup,M-2002-32,Portugal vs Poland,2002-06-10,group stage,Group D,R-111,Dallas,Hugh,Scotland,CF-6,Union of European Football Associations,UEFA
697,WC-2002,2002 FIFA Men's World Cup,M-2002-33,Denmark vs France,2002-06-11,group stage,Group A,R-294,Melo Pereira,Vítor,Portugal,CF-6,Union of European Football Associations,UEFA
698,WC-2002,2002 FIFA Men's World Cup,M-2002-34,Senegal vs Uruguay,2002-06-11,group stage,Group A,R-474,Wegereef,Jan,Netherlands,CF-6,Union of European Football Associations,UEFA
699,WC-2002,2002 FIFA Men's World Cup,M-2002-35,Cameroon vs Germany,2002-06-11,group stage,Group E,R-253,López Nieto,Antonio,Spain,CF-6,Union of European Football Associations,UEFA
700,WC-2002,2002 FIFA Men's World Cup,M-2002-36,Saudi Arabia vs Republic of Ireland,2002-06-11,group stage,Group E,R-310,N'Doye,Falla,Senegal,CF-2,Confederation of African Football,CAF
701,WC-2002,2002 FIFA Men's World Cup,M-2002-37,Nigeria vs England,2002-06-12,group stage,Group F,R-186,Hall,Brian,United States,CF-3,"Confederation of North, Central American and Caribbean Association Football",CONCACAF
702,WC-2002,2002 FIFA Men's World Cup,M-2002-38,Sweden vs Argentina,2002-06-12,group stage,Group F,R-071,Bujsaim,Ali,United Arab Emirates,CF-1,Asian Football Confederation,AFC
703,WC-2002,2002 FIFA Men's World Cup,M-2002-39,Slovenia vs Paraguay,2002-06-12,group stage,Group B,R-363,Ramos,Felipe,Mexico,CF-3,"Confederation of North, Central American and Caribbean Association Football",CONCACAF
704,WC-2002,2002 FIFA Men's World Cup,M-2002-40,South Africa vs Spain,2002-06-12,group stage,Group B,R-268,Mane,Saad,Kuwait,CF-1,Asian Football Confederation,AFC
705,WC-2002,2002 FIFA Men's World Cup,M-2002-41,Costa Rica vs Brazil,2002-06-13,group stage,Group C,R-012,Al-Ghandour,Gamal,Egypt,CF-2,Confederation of African Football,CAF
706,WC-2002,2002 FIFA Men's World Cup,M-2002-42,Turkey vs China,2002-06-13,group stage,Group C,R-384,Ruiz,Óscar,Colombia,CF-4,South American Football Confederation,CONMEBOL
707,WC-2002,2002 FIFA Men's World Cup,M-2002-43,Ecuador vs Croatia,2002-06-13,group stage,Group G,R-285,Mattus,William,Costa Rica,CF-3,"Confederation of North, Central American and Caribbean Association Football",CONCACAF
708,WC-2002,2002 FIFA Men's World Cup,M-2002-44,Mexico vs Italy,2002-06-13,group stage,Group G,R-409,Simon,Carlos Eugênio,Brazil,CF-4,South American Football Confederation,CONMEBOL
709,WC-2002,2002 FIFA Men's World Cup,M-2002-45,Belgium vs Russia,2002-06-14,group stage,Group H,R-315,Nielsen,Kim Milton,Denmark,CF-6,Union of European Football Associations,UEFA
710,WC-2002,2002 FIFA Men's World Cup,M-2002-46,Tunisia vs Japan,2002-06-14,group stage,Group H,R-461,Veissière,Gilles,France,CF-6,Union of European Football Associations,UEFA
711,WC-2002,2002 FIFA Men's World Cup,M-2002-47,Poland vs United States,2002-06-14,group stage,Group D,R-256,Lu,Jun,China,CF-1,Asian Football Confederation,AFC
712,WC-2002,2002 FIFA Men's World Cup,M-2002-48,Portugal vs South Korea,2002-06-14,group stage,Group D,R-387,Sánchez,Ángel,Argentina,CF-4,South American Football Confederation,CONMEBOL
713,WC-2002,2002 FIFA Men's World Cup,M-2002-49,Germany vs Paraguay,2002-06-15,round of 16,not applicable,R-045,Batres,Carlos Alberto,Guatemala,CF-3,"Confederation of North, Central American and Caribbean Association Football",CONCACAF
714,WC-2002,2002 FIFA Men's World Cup,M-2002-50,Denmark vs England,2002-06-15,round of 16,not applicable,R-297,Merk,Markus,Germany,CF-6,Union of European Football Associations,UEFA
715,WC-2002,2002 FIFA Men's World Cup,M-2002-51,Sweden vs Senegal,2002-06-16,round of 16,not applicable,R-024,Aquino,Ubaldo,Paraguay,CF-4,South American Football Confederation,CONMEBOL
716,WC-2002,2002 FIFA Men's World Cup,M-2002-52,Spain vs Republic of Ireland,2002-06-16,round of 16,not applicable,R-155,Frisk,Anders,Sweden,CF-6,Union of European Football Associations,UEFA
717,WC-2002,2002 FIFA Men's World Cup,M-2002-53,Mexico vs United States,2002-06-17,round of 16,not applicable,R-294,Melo Pereira,Vítor,Portugal,CF-6,Union of European Football Associations,UEFA
718,WC-2002,2002 FIFA Men's World Cup,M-2002-54,Brazil vs Belgium,2002-06-17,round of 16,not applicable,R-351,Prendergast,Peter,Jamaica,CF-3,"Confederation of North, Central American and Caribbean Association Football",CONCACAF
719,WC-2002,2002 FIFA Men's World Cup,M-2002-55,Japan vs Turkey,2002-06-18,round of 16,not applicable,R-098,Collina,Pierluigi,Italy,CF-6,Union of European Football Associations,UEFA
720,WC-2002,2002 FIFA Men's World Cup,M-2002-56,South Korea vs Italy,2002-06-18,round of 16,not applicable,R-304,Moreno,Byron,Ecuador,CF-4,South American Football Confederation,CONMEBOL
721,WC-2002,2002 FIFA Men's World Cup,M-2002-57,England vs Brazil,2002-06-21,quarter-finals,not applicable,R-363,Ramos,Felipe,Mexico,CF-3,"Confederation of North, Central American and Caribbean Association Football",CONCACAF
722,WC-2002,2002 FIFA Men's World Cup,M-2002-58,Germany vs United States,2002-06-21,quarter-finals,not applicable,R-111,Dallas,Hugh,Scotland,CF-6,Union of European Football Associations,UEFA
723,WC-2002,2002 FIFA Men's World Cup,M-2002-59,Spain vs South Korea,2002-06-22,quarter-finals,not applicable,R-012,Al-Ghandour,Gamal,Egypt,CF-2,Confederation of African Football,CAF
724,WC-2002,2002 FIFA Men's World Cup,M-2002-60,Senegal vs Turkey,2002-06-22,quarter-finals,not applicable,R-384,Ruiz,Óscar,Colombia,CF-4,South American Football Confederation,CONMEBOL
725,WC-2002,2002 FIFA Men's World Cup,M-2002-61,Germany vs South Korea,2002-06-25,semi-finals,not applicable,R-292,Meier,Urs,Switzerland,CF-6,Union of European Football Associations,UEFA
726,WC-2002,2002 FIFA Men's World Cup,M-2002-62,Brazil vs Turkey,2002-06-26,semi-finals,not applicable,R-315,Nielsen,Kim Milton,Denmark,CF-6,Union of European Football Associations,UEFA
727,WC-2002,2002 FIFA Men's World Cup,M-2002-63,South Korea vs Turkey,2002-06-29,third-place match,not applicable,R-268,Mane,Saad,Kuwait,CF-1,Asian Football Confederation,AFC
728,WC-2002,2002 FIFA Men's World Cup,M-2002-64,Germany vs Brazil,2002-06-30,final,not applicable,R-098,Collina,Pierluigi,Italy,CF-6,Union of European Football Associations,UEFA
729,WC-2003,2003 FIFA Women's World Cup,M-2003-01,Norway vs France,2003-09-20,group stage,Group B,R-400,Seitz,Kari,United States,CF-3,"Confederation of North, Central American and Caribbean Association Football",CONCACAF
730,WC-2003,2003 FIFA Women's World Cup,M-2003-02,Nigeria vs North Korea,2003-09-20,group stage,Group A,R-342,Petignat,Nicole,Switzerland,CF-6,Union of European Football Associations,UEFA
731,WC-2003,2003 FIFA Women's World Cup,M-2003-03,Germany vs Canada,2003-09-20,group stage,Group C,R-199,Im,Eun-ju,South Korea,CF-1,Asian Football Confederation,AFC
732,WC-2003,2003 FIFA Women's World Cup,M-2003-04,Japan vs Argentina,2003-09-20,group stage,Group C,R-139,Elovirta,Katriina,Finland,CF-6,Union of European Football Associations,UEFA
733,WC-2003,2003 FIFA Women's World Cup,M-2003-05,United States vs Sweden,2003-09-21,group stage,Group A,R-490,Zhang,Dongqing,China,CF-1,Asian Football Confederation,AFC
734,WC-2003,2003 FIFA Women's World Cup,M-2003-06,Brazil vs South Korea,2003-09-21,group stage,Group B,R-322,Ogston,Tammy,Australia,CF-1,Asian Football Confederation,AFC
735,WC-2003,2003 FIFA Women's World Cup,M-2003-07,Australia vs Russia,2003-09-21,group stage,Group D,R-002,Abidoye,Bola Elizabeth,Nigeria,CF-2,Confederation of African Football,CAF
736,WC-2003,2003 FIFA Women's World Cup,M-2003-08,China vs Ghana,2003-09-21,group stage,Group D,R-120,Denoncourt,Sonia,Canada,CF-3,"Confederation of North, Central American and Caribbean Association Football",CONCACAF
737,WC-2003,2003 FIFA Women's World Cup,M-2003-09,Norway vs Brazil,2003-09-24,group stage,Group B,R-005,Agboyi,Xonam,Togo,CF-2,Confederation of African Football,CAF
738,WC-2003,2003 FIFA Women's World Cup,M-2003-10,Germany vs Japan,2003-09-24,group stage,Group C,R-437,Tortura,Sueli,Brazil,CF-4,South American Football Confederation,CONMEBOL
739,WC-2003,2003 FIFA Women's World Cup,M-2003-11,France vs South Korea,2003-09-24,group stage,Group B,R-490,Zhang,Dongqing,China,CF-1,Asian Football Confederation,AFC
740,WC-2003,2003 FIFA Women's World Cup,M-2003-12,Canada vs Argentina,2003-09-24,group stage,Group C,R-342,Petignat,Nicole,Switzerland,CF-6,Union of European Football Associations,UEFA
741,WC-2003,2003 FIFA Women's World Cup,M-2003-13,Ghana vs Russia,2003-09-25,group stage,Group D,R-400,Seitz,Kari,United States,CF-3,"Confederation of North, Central American and Caribbean Association Football",CONCACAF
742,WC-2003,2003 FIFA Women's World Cup,M-2003-14,Sweden vs North Korea,2003-09-25,group stage,Group A,R-322,Ogston,Tammy,Australia,CF-1,Asian Football Confederation,AFC
743,WC-2003,2003 FIFA Women's World Cup,M-2003-15,China vs Australia,2003-09-25,group stage,Group D,R-139,Elovirta,Katriina,Finland,CF-6,Union of European Football Associations,UEFA
744,WC-2003,2003 FIFA Women's World Cup,M-2003-16,United States vs Nigeria,2003-09-25,group stage,Group A,R-380,Romano,Florencia,Argentina,CF-4,South American Football Confederation,CONMEBOL
745,WC-2003,2003 FIFA Women's World Cup,M-2003-17,France vs Brazil,2003-09-27,group stage,Group B,R-201,Ionescu,Cristina,Romania,CF-6,Union of European Football Associations,UEFA
746,WC-2003,2003 FIFA Women's World Cup,M-2003-18,South Korea vs Norway,2003-09-27,group stage,Group B,R-322,Ogston,Tammy,Australia,CF-1,Asian Football Confederation,AFC
747,WC-2003,2003 FIFA Women's World Cup,M-2003-19,Argentina vs Germany,2003-09-27,group stage,Group C,R-002,Abidoye,Bola Elizabeth,Nigeria,CF-2,Confederation of African Football,CAF
748,WC-2003,2003 FIFA Women's World Cup,M-2003-20,Canada vs Japan,2003-09-27,group stage,Group C,R-199,Im,Eun-ju,South Korea,CF-1,Asian Football Confederation,AFC
749,WC-2003,2003 FIFA Women's World Cup,M-2003-21,Sweden vs Nigeria,2003-09-28,group stage,Group A,R-120,Denoncourt,Sonia,Canada,CF-3,"Confederation of North, Central American and Caribbean Association Football",CONCACAF
750,WC-2003,2003 FIFA Women's World Cup,M-2003-22,North Korea vs United States,2003-09-28,group stage,Group A,R-437,Tortura,Sueli,Brazil,CF-4,South American Football Confederation,CONMEBOL
751,WC-2003,2003 FIFA Women's World Cup,M-2003-23,Ghana vs Australia,2003-09-28,group stage,Group D,R-005,Agboyi,Xonam,Togo,CF-2,Confederation of African Football,CAF
752,WC-2003,2003 FIFA Women's World Cup,M-2003-24,China vs Russia,2003-09-28,group stage,Group D,R-380,Romano,Florencia,Argentina,CF-4,South American Football Confederation,CONMEBOL
753,WC-2003,2003 FIFA Women's World Cup,M-2003-25,Brazil vs Sweden,2003-10-01,quarter-final,not applicable,R-490,Zhang,Dongqing,China,CF-1,Asian Football Confederation,AFC
754,WC-2003,2003 FIFA Women's World Cup,M-2003-26,United States vs Norway,2003-10-01,quarter-final,not applicable,R-342,Petignat,Nicole,Switzerland,CF-6,Union of European Football Associations,UEFA
755,WC-2003,2003 FIFA Women's World Cup,M-2003-27,Germany vs Russia,2003-10-02,quarter-final,not applicable,R-199,Im,Eun-ju,South Korea,CF-1,Asian Football Confederation,AFC
756,WC-2003,2003 FIFA Women's World Cup,M-2003-28,China vs Canada,2003-10-02,quarter-final,not applicable,R-400,Seitz,Kari,United States,CF-3,"Confederation of North, Central American and Caribbean Association Football",CONCACAF
757,WC-2003,2003 FIFA Women's World Cup,M-2003-29,United States vs Germany,2003-10-05,semi-final,not applicable,R-120,Denoncourt,Sonia,Canada,CF-3,"Confederation of North, Central American and Caribbean Association Football",CONCACAF
758,WC-2003,2003 FIFA Women's World Cup,M-2003-30,Sweden vs Canada,2003-10-05,semi-final,not applicable,R-139,Elovirta,Katriina,Finland,CF-6,Union of European Football Associations,UEFA
759,WC-2003,2003 FIFA Women's World Cup,M-2003-31,United States vs Canada,2003-10-11,third-place match,not applicable,R-322,Ogston,Tammy,Australia,CF-1,Asian Football Confederation,AFC
760,WC-2003,2003 FIFA Women's World Cup,M-2003-32,Germany vs Sweden,2003-10-12,final,not applicable,R-201,Ionescu,Cristina,Romania,CF-6,Union of European Football Associations,UEFA
761,WC-2006,2006 FIFA Men's World Cup,M-2006-01,Germany vs Costa Rica,2006-06-09,group stage,Group A,R-137,Elizondo,Horacio,Argentina,CF-4,South American Football Confederation,CONMEBOL
762,WC-2006,2006 FIFA Men's World Cup,M-2006-02,Poland vs Ecuador,2006-06-09,group stage,Group A,R-212,Kamikawa,Toru,Japan,CF-1,Asian Football Confederation,AFC
763,WC-2006,2006 FIFA Men's World Cup,M-2006-03,England vs Paraguay,2006-06-10,group stage,Group B,R-377,Rodríguez,Marco Antonio,Mexico,CF-3,"Confederation of North, Central American and Caribbean Association Football",CONCACAF
764,WC-2006,2006 FIFA Men's World Cup,M-2006-04,Trinidad and Tobago vs Sweden,2006-06-10,group stage,Group B,R-263,Maidin,Shamsul,Singapore,CF-1,Asian Football Confederation,AFC
765,WC-2006,2006 FIFA Men's World Cup,M-2006-05,Argentina vs Ivory Coast,2006-06-10,group stage,Group C,R-117,De Bleeckere,Frank,Belgium,CF-6,Union of European Football Associations,UEFA
766,WC-2006,2006 FIFA Men's World Cup,M-2006-06,Serbia and Montenegro vs Netherlands,2006-06-11,group stage,Group C,R-297,Merk,Markus,Germany,CF-6,Union of European Football Associations,UEFA
767,WC-2006,2006 FIFA Men's World Cup,M-2006-07,Mexico vs Iran,2006-06-11,group stage,Group D,R-381,Rosetti,Roberto,Italy,CF-6,Union of European Football Associations,UEFA
768,WC-2006,2006 FIFA Men's World Cup,M-2006-08,Angola vs Portugal,2006-06-11,group stage,Group D,R-238,Larrionda,Jorge,Uruguay,CF-4,South American Football Confederation,CONMEBOL
769,WC-2006,2006 FIFA Men's World Cup,M-2006-09,Australia vs Japan,2006-06-12,group stage,Group F,R-001,Abdel-Fatah,Essam,Egypt,CF-2,Confederation of African Football,CAF
770,WC-2006,2006 FIFA Men's World Cup,M-2006-10,United States vs Czech Republic,2006-06-12,group stage,Group E,R-021,Amarilla,Carlos,Paraguay,CF-4,South American Football Confederation,CONMEBOL
771,WC-2006,2006 FIFA Men's World Cup,M-2006-11,Italy vs Ghana,2006-06-12,group stage,Group E,R-409,Simon,Carlos Eugênio,Brazil,CF-4,South American Football Confederation,CONMEBOL
772,WC-2006,2006 FIFA Men's World Cup,M-2006-12,South Korea vs Togo,2006-06-13,group stage,Group G,R-347,Poll,Graham,England,CF-6,Union of European Football Associations,UEFA
773,WC-2006,2006 FIFA Men's World Cup,M-2006-13,France vs Switzerland,2006-06-13,group stage,Group G,R-204,Ivanov,Valentin,Russia,CF-6,Union of European Football Associations,UEFA
774,WC-2006,2006 FIFA Men's World Cup,M-2006-14,Brazil vs Croatia,2006-06-13,group stage,Group F,R-025,Archundia,Benito,Mexico,CF-3,"Confederation of North, Central American and Caribbean Association Football",CONCACAF
775,WC-2006,2006 FIFA Men's World Cup,M-2006-15,Spain vs Ukraine,2006-06-14,group stage,Group H,R-072,Busacca,Massimo,Switzerland,CF-6,Union of European Football Associations,UEFA
776,WC-2006,2006 FIFA Men's World Cup,M-2006-16,Tunisia vs Saudi Arabia,2006-06-14,group stage,Group H,R-401,Shield,Mark,Australia,CF-1,Asian Football Confederation,AFC
777,WC-2006,2006 FIFA Men's World Cup,M-2006-17,Germany vs Poland,2006-06-14,group stage,Group A,R-291,Medina Cantalejo,Luis,Spain,CF-6,Union of European Football Associations,UEFA
778,WC-2006,2006 FIFA Men's World Cup,M-2006-18,Ecuador vs Costa Rica,2006-06-15,group stage,Group A,R-096,Codjia,Coffi,Benin,CF-1,Asian Football Confederation,AFC
779,WC-2006,2006 FIFA Men's World Cup,M-2006-19,England vs Trinidad and Tobago,2006-06-15,group stage,Group B,R-212,Kamikawa,Toru,Japan,CF-1,Asian Football Confederation,AFC
780,WC-2006,2006 FIFA Men's World Cup,M-2006-20,Sweden vs Paraguay,2006-06-15,group stage,Group B,R-298,Micheľ,Ľuboš,Slovakia,CF-6,Union of European Football Associations,UEFA
781,WC-2006,2006 FIFA Men's World Cup,M-2006-21,Argentina vs Serbia and Montenegro,2006-06-16,group stage,Group C,R-381,Rosetti,Roberto,Italy,CF-6,Union of European Football Associations,UEFA
782,WC-2006,2006 FIFA Men's World Cup,M-2006-22,Netherlands vs Ivory Coast,2006-06-16,group stage,Group C,R-384,Ruiz,Óscar,Colombia,CF-4,South American Football Confederation,CONMEBOL
783,WC-2006,2006 FIFA Men's World Cup,M-2006-23,Mexico vs Angola,2006-06-16,group stage,Group D,R-263,Maidin,Shamsul,Singapore,CF-1,Asian Football Confederation,AFC
