key_id,booking_id,tournament_id,tournament_name,match_id,match_name,match_date,stage_name,group_name,team_id,team_name,team_code,home_team,away_team,player_id,family_name,given_name,shirt_number,minute_label,minute_regulation,minute_stoppage,match_period,yellow_card,red_card,second_yellow_card,sending_off
1226,B-1226,WC-2002,2002 FIFA World Cup,M-2002-21,Sweden v Nigeria,2002-06-07,group stage,Group F,T-72,Sweden,SWE,1,0,P-09528,Alexandersson,Niclas,7,69',69,0,second half,1,0,0,0
1227,B-1227,WC-2002,2002 FIFA World Cup,M-2002-21,Sweden v Nigeria,2002-06-07,group stage,Group F,T-48,Nigeria,NGA,0,1,P-07212,West,Taribo,6,80',80,0,second half,1,0,0,0
1228,B-1228,WC-2002,2002 FIFA World Cup,M-2002-22,Spain v Paraguay,2002-06-07,group stage,Group B,T-71,Spain,ESP,1,0,P-02395,Baraja,Rubén,8,9',9,0,first half,1,0,0,0
1229,B-1229,WC-2002,2002 FIFA World Cup,M-2002-22,Spain v Paraguay,2002-06-07,group stage,Group B,T-53,Paraguay,PRY,0,1,P-01896,Arce,Francisco,2,44',44,0,first half,1,0,0,0
1230,B-1230,WC-2002,2002 FIFA World Cup,M-2002-22,Spain v Paraguay,2002-06-07,group stage,Group B,T-53,Paraguay,PRY,0,1,P-01510,Gavilán,Diego,14,60',60,0,second half,1,0,0,0
1231,B-1231,WC-2002,2002 FIFA World Cup,M-2002-22,Spain v Paraguay,2002-06-07,group stage,Group B,T-53,Paraguay,PRY,0,1,P-00564,Santa Cruz,Roque,9,80',80,0,second half,1,0,0,0
1232,B-1232,WC-2002,2002 FIFA World Cup,M-2002-23,Argentina v England,2002-06-07,group stage,Group F,T-03,Argentina,ARG,1,0,P-05966,Batistuta,Gabriel,9,13',13,0,first half,1,0,0,0
1233,B-1233,WC-2002,2002 FIFA World Cup,M-2002-23,Argentina v England,2002-06-07,group stage,Group F,T-27,England,ENG,0,1,P-04576,Cole,Ashley,3,29',29,0,first half,1,0,0,0
1234,B-1234,WC-2002,2002 FIFA World Cup,M-2002-23,Argentina v England,2002-06-07,group stage,Group F,T-27,England,ENG,0,1,P-04745,Heskey,Emile,11,50',50,0,second half,1,0,0,0
1235,B-1235,WC-2002,2002 FIFA World Cup,M-2002-24,South Africa v Slovenia,2002-06-08,group stage,Group B,T-68,South Africa,ZAF,1,0,P-03529,Radebe,Lucas,19,12',12,0,first half,1,0,0,0
1236,B-1236,WC-2002,2002 FIFA World Cup,M-2002-24,South Africa v Slovenia,2002-06-08,group stage,Group B,T-67,Slovenia,SVN,0,1,P-04073,Vugdalić,Muamer,4,35',35,0,first half,1,0,0,0
1237,B-1237,WC-2002,2002 FIFA World Cup,M-2002-24,South Africa v Slovenia,2002-06-08,group stage,Group B,T-67,Slovenia,SVN,0,1,P-06777,Milinovič,Željko,3,52',52,0,second half,1,0,0,0
1238,B-1238,WC-2002,2002 FIFA World Cup,M-2002-24,South Africa v Slovenia,2002-06-08,group stage,Group B,T-68,South Africa,ZAF,1,0,P-08965,Mokoena,Teboho,12,59',59,0,second half,1,0,0,0
1239,B-1239,WC-2002,2002 FIFA World Cup,M-2002-24,South Africa v Slovenia,2002-06-08,group stage,Group B,T-67,Slovenia,SVN,0,1,P-03491,Čeh,Aleš,8,62',62,0,second half,1,0,0,0
1240,B-1240,WC-2002,2002 FIFA World Cup,M-2002-24,South Africa v Slovenia,2002-06-08,group stage,Group B,T-67,Slovenia,SVN,0,1,P-06183,Pavlin,Miran,11,75',75,0,second half,1,0,0,0
1241,B-1241,WC-2002,2002 FIFA World Cup,M-2002-25,Italy v Croatia,2002-06-08,group stage,Group G,T-17,Croatia,HRV,0,1,P-01399,Kovač,Robert,21,39',39,0,first half,1,0,0,0
1242,B-1242,WC-2002,2002 FIFA World Cup,M-2002-25,Italy v Croatia,2002-06-08,group stage,Group G,T-39,Italy,ITA,1,0,P-07756,Vieri,Christian,21,51',51,0,second half,1,0,0,0
1243,B-1243,WC-2002,2002 FIFA World Cup,M-2002-26,Brazil v China,2002-06-08,group stage,Group C,T-09,Brazil,BRA,1,0,P-05984,Ronaldinho,not applicable,11,25',25,0,first half,1,0,0,0
1244,B-1244,WC-2002,2002 FIFA World Cup,M-2002-26,Brazil v China,2002-06-08,group stage,Group C,T-09,Brazil,BRA,1,0,P-07081,Júnior,Roque,4,69',69,0,second half,1,0,0,0
1245,B-1245,WC-2002,2002 FIFA World Cup,M-2002-27,Mexico v Ecuador,2002-06-09,group stage,Group G,T-24,Ecuador,ECU,0,1,P-02546,Kaviedes,Iván,9,15',15,0,first half,1,0,0,0
1246,B-1246,WC-2002,2002 FIFA World Cup,M-2002-27,Mexico v Ecuador,2002-06-09,group stage,Group G,T-24,Ecuador,ECU,0,1,P-09959,Cevallos,José Francisco,1,27',27,0,first half,1,0,0,0
1247,B-1247,WC-2002,2002 FIFA World Cup,M-2002-27,Mexico v Ecuador,2002-06-09,group stage,Group G,T-24,Ecuador,ECU,0,1,P-08310,Guerrón,Raúl,6,49',49,0,second half,1,0,0,0
1248,B-1248,WC-2002,2002 FIFA World Cup,M-2002-27,Mexico v Ecuador,2002-06-09,group stage,Group G,T-24,Ecuador,ECU,0,1,P-05681,Tenorio,Carlos,18,61',61,0,second half,1,0,0,0
1249,B-1249,WC-2002,2002 FIFA World Cup,M-2002-27,Mexico v Ecuador,2002-06-09,group stage,Group G,T-44,Mexico,MEX,1,0,P-09068,Torrado,Gerardo,6,65',65,0,second half,1,0,0,0
1250,B-1250,WC-2002,2002 FIFA World Cup,M-2002-27,Mexico v Ecuador,2002-06-09,group stage,Group G,T-24,Ecuador,ECU,0,1,P-07739,Delgado,Agustín,11,87',87,0,second half,1,0,0,0
1251,B-1251,WC-2002,2002 FIFA World Cup,M-2002-28,Costa Rica v Turkey,2002-06-09,group stage,Group C,T-77,Turkey,TUR,0,1,P-01347,Aşık,Emre,2,20',20,0,first half,1,0,0,0
1252,B-1252,WC-2002,2002 FIFA World Cup,M-2002-28,Costa Rica v Turkey,2002-06-09,group stage,Group C,T-16,Costa Rica,CRI,1,0,P-07453,Martínez,Gilberto,5,24',24,0,first half,1,0,0,0
1253,B-1253,WC-2002,2002 FIFA World Cup,M-2002-28,Costa Rica v Turkey,2002-06-09,group stage,Group C,T-16,Costa Rica,CRI,1,0,P-07556,Castro,Carlos,22,43',43,0,first half,1,0,0,0
1254,B-1254,WC-2002,2002 FIFA World Cup,M-2002-28,Costa Rica v Turkey,2002-06-09,group stage,Group C,T-77,Turkey,TUR,0,1,P-08738,Kerimoğlu,Tugay,8,45',45,0,first half,1,0,0,0
1255,B-1255,WC-2002,2002 FIFA World Cup,M-2002-28,Costa Rica v Turkey,2002-06-09,group stage,Group C,T-77,Turkey,TUR,0,1,P-08349,Belözoğlu,Emre,21,89',89,0,second half,1,0,0,0
1256,B-1256,WC-2002,2002 FIFA World Cup,M-2002-29,Japan v Russia,2002-06-09,group stage,Group H,T-60,Russia,RUS,0,1,P-00130,Pimenov,Ruslan,19,13',13,0,first half,1,0,0,0
1257,B-1257,WC-2002,2002 FIFA World Cup,M-2002-29,Japan v Russia,2002-06-09,group stage,Group H,T-42,Japan,JPN,1,0,P-06218,Miyamoto,Tsuneyasu,17,15',15,0,first half,1,0,0,0
1258,B-1258,WC-2002,2002 FIFA World Cup,M-2002-29,Japan v Russia,2002-06-09,group stage,Group H,T-60,Russia,RUS,0,1,P-04158,Solomatin,Andrei,5,38',38,0,first half,1,0,0,0
1259,B-1259,WC-2002,2002 FIFA World Cup,M-2002-29,Japan v Russia,2002-06-09,group stage,Group H,T-42,Japan,JPN,1,0,P-09790,Nakata,Kōji,16,42',42,0,first half,1,0,0,0
1260,B-1260,WC-2002,2002 FIFA World Cup,M-2002-29,Japan v Russia,2002-06-09,group stage,Group H,T-60,Russia,RUS,0,1,P-02625,Khokhlov,Dmitri,21,60',60,0,second half,1,0,0,0
1261,B-1261,WC-2002,2002 FIFA World Cup,M-2002-29,Japan v Russia,2002-06-09,group stage,Group H,T-42,Japan,JPN,1,0,P-03642,Nakayama,Masashi,10,90'+1',90,1,"second half, stoppage time",1,0,0,0
1262,B-1262,WC-2002,2002 FIFA World Cup,M-2002-30,South Korea v United States,2002-06-10,group stage,Group D,T-80,United States,USA,0,1,P-03436,Hejduk,Frankie,2,30',30,0,first half,1,0,0,0
1263,B-1263,WC-2002,2002 FIFA World Cup,M-2002-30,South Korea v United States,2002-06-10,group stage,Group D,T-80,United States,USA,0,1,P-02244,Agoos,Jeff,12,39',39,0,first half,1,0,0,0
1264,B-1264,WC-2002,2002 FIFA World Cup,M-2002-30,South Korea v United States,2002-06-10,group stage,Group D,T-69,South Korea,KOR,1,0,P-04888,Hong,Myung-bo,20,80',80,0,second half,1,0,0,0
1265,B-1265,WC-2002,2002 FIFA World Cup,M-2002-31,Tunisia v Belgium,2002-06-10,group stage,Group H,T-76,Tunisia,TUN,1,0,P-06775,Gabsi,Hassen,8,22',22,0,first half,1,0,0,0
1266,B-1266,WC-2002,2002 FIFA World Cup,M-2002-31,Tunisia v Belgium,2002-06-10,group stage,Group H,T-06,Belgium,BEL,0,1,P-03235,Van Buyten,Daniel,16,40',40,0,first half,1,0,0,0
1267,B-1267,WC-2002,2002 FIFA World Cup,M-2002-31,Tunisia v Belgium,2002-06-10,group stage,Group H,T-76,Tunisia,TUN,1,0,P-01207,Ghodhbane,Kaies,10,43',43,0,first half,1,0,0,0
1268,B-1268,WC-2002,2002 FIFA World Cup,M-2002-31,Tunisia v Belgium,2002-06-10,group stage,Group H,T-76,Tunisia,TUN,1,0,P-06524,Trabelsi,Hatem,6,68',68,0,second half,1,0,0,0
1269,B-1269,WC-2002,2002 FIFA World Cup,M-2002-31,Tunisia v Belgium,2002-06-10,group stage,Group H,T-76,Tunisia,TUN,1,0,P-07378,Melki,Mourad,21,69',69,0,second half,1,0,0,0
1270,B-1270,WC-2002,2002 FIFA World Cup,M-2002-32,Portugal v Poland,2002-06-10,group stage,Group D,T-55,Poland,POL,0,1,P-05935,Świerczewski,Piotr,7,21',21,0,first half,1,0,0,0
1271,B-1271,WC-2002,2002 FIFA World Cup,M-2002-32,Portugal v Poland,2002-06-10,group stage,Group D,T-56,Portugal,PRT,1,0,P-09612,Frechaut,Nuno,18,25',25,0,first half,1,0,0,0
1272,B-1272,WC-2002,2002 FIFA World Cup,M-2002-32,Portugal v Poland,2002-06-10,group stage,Group D,T-56,Portugal,PRT,1,0,P-09874,Costa,Jorge,2,27',27,0,first half,1,0,0,0
1273,B-1273,WC-2002,2002 FIFA World Cup,M-2002-32,Portugal v Poland,2002-06-10,group stage,Group D,T-56,Portugal,PRT,1,0,P-08843,Jorge,Rui,23,31',31,0,first half,1,0,0,0
1274,B-1274,WC-2002,2002 FIFA World Cup,M-2002-32,Portugal v Poland,2002-06-10,group stage,Group D,T-55,Poland,POL,0,1,P-04133,Bąk,Arkadiusz,17,39',39,0,first half,1,0,0,0
1275,B-1275,WC-2002,2002 FIFA World Cup,M-2002-33,Denmark v France,2002-06-11,group stage,Group A,T-28,France,FRA,0,1,P-06743,Dugarry,Christophe,21,8',8,0,first half,1,0,0,0
1276,B-1276,WC-2002,2002 FIFA World Cup,M-2002-33,Denmark v France,2002-06-11,group stage,Group A,T-21,Denmark,DNK,1,0,P-04074,Poulsen,Christian,17,27',27,0,first half,1,0,0,0
1277,B-1277,WC-2002,2002 FIFA World Cup,M-2002-33,Denmark v France,2002-06-11,group stage,Group A,T-21,Denmark,DNK,1,0,P-02038,Jensen,Niclas,12,71',71,0,second half,1,0,0,0
1278,B-1278,WC-2002,2002 FIFA World Cup,M-2002-34,Senegal v Uruguay,2002-06-11,group stage,Group A,T-63,Senegal,SEN,1,0,P-04796,Camara,Henri,7,2',2,0,first half,1,0,0,0
1279,B-1279,WC-2002,2002 FIFA World Cup,M-2002-34,Senegal v Uruguay,2002-06-11,group stage,Group A,T-63,Senegal,SEN,1,0,P-04764,Daf,Omar,2,4',4,0,first half,1,0,0,0
1280,B-1280,WC-2002,2002 FIFA World Cup,M-2002-34,Senegal v Uruguay,2002-06-11,group stage,Group A,T-81,Uruguay,URY,0,1,P-09467,Romero,Marcelo,16,8',8,0,first half,1,0,0,0
1281,B-1281,WC-2002,2002 FIFA World Cup,M-2002-34,Senegal v Uruguay,2002-06-11,group stage,Group A,T-81,Uruguay,URY,0,1,P-03398,Carini,Fabián,1,19',19,0,first half,1,0,0,0
1282,B-1282,WC-2002,2002 FIFA World Cup,M-2002-34,Senegal v Uruguay,2002-06-11,group stage,Group A,T-81,Uruguay,URY,0,1,P-01396,García,Pablo,5,35',35,0,first half,1,0,0,0
1283,B-1283,WC-2002,2002 FIFA World Cup,M-2002-34,Senegal v Uruguay,2002-06-11,group stage,Group A,T-63,Senegal,SEN,1,0,P-01061,Coly,Ferdinand,17,39',39,0,first half,1,0,0,0
1284,B-1284,WC-2002,2002 FIFA World Cup,M-2002-34,Senegal v Uruguay,2002-06-11,group stage,Group A,T-81,Uruguay,URY,0,1,P-00182,Rodríguez,Darío,6,40',40,0,first half,1,0,0,0
1285,B-1285,WC-2002,2002 FIFA World Cup,M-2002-34,Senegal v Uruguay,2002-06-11,group stage,Group A,T-63,Senegal,SEN,1,0,P-03102,Diop,Papa Bouba,19,69',69,0,second half,1,0,0,0
1286,B-1286,WC-2002,2002 FIFA World Cup,M-2002-34,Senegal v Uruguay,2002-06-11,group stage,Group A,T-63,Senegal,SEN,1,0,P-00461,Diouf,El Hadji,11,82',82,0,second half,1,0,0,0
1287,B-1287,WC-2002,2002 FIFA World Cup,M-2002-34,Senegal v Uruguay,2002-06-11,group stage,Group A,T-81,Uruguay,URY,0,1,P-06038,Montero,Paolo,4,82',82,0,second half,1,0,0,0
1288,B-1288,WC-2002,2002 FIFA World Cup,M-2002-34,Senegal v Uruguay,2002-06-11,group stage,Group A,T-63,Senegal,SEN,1,0,P-01237,Fadiga,Khalilou,10,87',87,0,second half,1,0,0,0
1289,B-1289,WC-2002,2002 FIFA World Cup,M-2002-34,Senegal v Uruguay,2002-06-11,group stage,Group A,T-63,Senegal,SEN,1,0,P-06339,Beye,Habib,21,87',87,0,second half,1,0,0,0
1290,B-1290,WC-2002,2002 FIFA World Cup,M-2002-35,Cameroon v Germany,2002-06-11,group stage,Group E,T-11,Cameroon,CMR,1,0,P-06235,Foé,Marc-Vivien,17,8',8,0,first half,1,0,0,0
1291,B-1291,WC-2002,2002 FIFA World Cup,M-2002-35,Cameroon v Germany,2002-06-11,group stage,Group E,T-29,Germany,DEU,0,1,P-04207,Jancker,Carsten,9,9',9,0,first half,1,0,0,0
1292,B-1292,WC-2002,2002 FIFA World Cup,M-2002-35,Cameroon v Germany,2002-06-11,group stage,Group E,T-29,Germany,DEU,0,1,P-01250,Hamann,Dietmar,8,29',29,0,first half,1,0,0,0
1293,B-1293,WC-2002,2002 FIFA World Cup,M-2002-35,Cameroon v Germany,2002-06-11,group stage,Group E,T-29,Germany,DEU,0,1,P-07241,Ballack,Michael,13,31',31,0,first half,1,0,0,0
1294,B-1294,WC-2002,2002 FIFA World Cup,M-2002-35,Cameroon v Germany,2002-06-11,group stage,Group E,T-29,Germany,DEU,0,1,P-09965,Ramelow,Carsten,5,37',37,0,first half,1,0,0,0
1295,B-1295,WC-2002,2002 FIFA World Cup,M-2002-35,Cameroon v Germany,2002-06-11,group stage,Group E,T-29,Germany,DEU,0,1,P-09965,Ramelow,Carsten,5,40',40,0,first half,1,0,1,1
1296,B-1296,WC-2002,2002 FIFA World Cup,M-2002-35,Cameroon v Germany,2002-06-11,group stage,Group E,T-11,Cameroon,CMR,1,0,P-01444,Song,Rigobert,4,42',42,0,first half,1,0,0,0
1297,B-1297,WC-2002,2002 FIFA World Cup,M-2002-35,Cameroon v Germany,2002-06-11,group stage,Group E,T-29,Germany,DEU,0,1,P-06964,Kahn,Oliver,1,42',42,0,first half,1,0,0,0
1298,B-1298,WC-2002,2002 FIFA World Cup,M-2002-35,Cameroon v Germany,2002-06-11,group stage,Group E,T-11,Cameroon,CMR,1,0,P-02539,Tchato,Bill,2,44',44,0,first half,1,0,0,0
1299,B-1299,WC-2002,2002 FIFA World Cup,M-2002-35,Cameroon v Germany,2002-06-11,group stage,Group E,T-11,Cameroon,CMR,1,0,P-04486,Geremi,not applicable,8,56',56,0,second half,1,0,0,0
1300,B-1300,WC-2002,2002 FIFA World Cup,M-2002-35,Cameroon v Germany,2002-06-11,group stage,Group E,T-11,Cameroon,CMR,1,0,P-07647,Olembé,Salomon,20,58',58,0,second half,1,0,0,0
1301,B-1301,WC-2002,2002 FIFA World Cup,M-2002-35,Cameroon v Germany,2002-06-11,group stage,Group E,T-11,Cameroon,CMR,1,0,P-01783,Suffo,Patrick,18,60',60,0,second half,1,0,0,0
1302,B-1302,WC-2002,2002 FIFA World Cup,M-2002-35,Cameroon v Germany,2002-06-11,group stage,Group E,T-29,Germany,DEU,0,1,P-03521,Ziege,Christian,6,72',72,0,second half,1,0,0,0
1303,B-1303,WC-2002,2002 FIFA World Cup,M-2002-35,Cameroon v Germany,2002-06-11,group stage,Group E,T-29,Germany,DEU,0,1,P-00715,Frings,Torsten,22,74',74,0,second half,1,0,0,0
1304,B-1304,WC-2002,2002 FIFA World Cup,M-2002-35,Cameroon v Germany,2002-06-11,group stage,Group E,T-11,Cameroon,CMR,1,0,P-01783,Suffo,Patrick,18,77',77,0,second half,1,0,1,1
1305,B-1305,WC-2002,2002 FIFA World Cup,M-2002-35,Cameroon v Germany,2002-06-11,group stage,Group E,T-11,Cameroon,CMR,1,0,P-08170,Lauren,not applicable,12,81',81,0,second half,1,0,0,0
1306,B-1306,WC-2002,2002 FIFA World Cup,M-2002-36,Saudi Arabia v Republic of Ireland,2002-06-11,group stage,Group E,T-61,Saudi Arabia,SAU,1,0,P-06650,Al-Temyat,Nawaf,18,61',61,0,second half,1,0,0,0
1307,B-1307,WC-2002,2002 FIFA World Cup,M-2002-36,Saudi Arabia v Republic of Ireland,2002-06-11,group stage,Group E,T-58,Republic of Ireland,IRL,0,1,P-00748,Staunton,Steve,5,70',70,0,second half,1,0,0,0
1308,B-1308,WC-2002,2002 FIFA World Cup,M-2002-38,Sweden v Argentina,2002-06-12,group stage,Group F,T-03,Argentina,ARG,0,1,P-06095,Chamot,José,22,55',55,0,second half,1,0,0,0
1309,B-1309,WC-2002,2002 FIFA World Cup,M-2002-38,Sweden v Argentina,2002-06-12,group stage,Group F,T-03,Argentina,ARG,0,1,P-02032,Almeyda,Matías,5,58',58,0,second half,1,0,0,0
1310,B-1310,WC-2002,2002 FIFA World Cup,M-2002-38,Sweden v Argentina,2002-06-12,group stage,Group F,T-72,Sweden,SWE,1,0,P-02274,Svensson,Magnus,17,65',65,0,second half,1,0,0,0
1311,B-1311,WC-2002,2002 FIFA World Cup,M-2002-38,Sweden v Argentina,2002-06-12,group stage,Group F,T-03,Argentina,ARG,0,1,P-04008,González,Kily,18,75',75,0,second half,1,0,0,0
1312,B-1312,WC-2002,2002 FIFA World Cup,M-2002-38,Sweden v Argentina,2002-06-12,group stage,Group F,T-72,Sweden,SWE,1,0,P-01768,Larsson,Henrik,11,78',78,0,second half,1,0,0,0
1313,B-1313,WC-2002,2002 FIFA World Cup,M-2002-39,Slovenia v Paraguay,2002-06-12,group stage,Group B,T-53,Paraguay,PRY,0,1,P-00506,Paredes,Carlos,13,4',4,0,first half,1,0,0,0
1314,B-1314,WC-2002,2002 FIFA World Cup,M-2002-39,Slovenia v Paraguay,2002-06-12,group stage,Group B,T-67,Slovenia,SVN,1,0,P-06183,Pavlin,Miran,11,15',15,0,first half,1,0,0,0
1315,B-1315,WC-2002,2002 FIFA World Cup,M-2002-39,Slovenia v Paraguay,2002-06-12,group stage,Group B,T-53,Paraguay,PRY,0,1,P-00506,Paredes,Carlos,13,22',22,0,first half,1,0,1,1
1316,B-1316,WC-2002,2002 FIFA World Cup,M-2002-39,Slovenia v Paraguay,2002-06-12,group stage,Group B,T-67,Slovenia,SVN,1,0,P-08451,Karić,Amir,19,68',68,0,second half,1,0,0,0
1317,B-1317,WC-2002,2002 FIFA World Cup,M-2002-39,Slovenia v Paraguay,2002-06-12,group stage,Group B,T-67,Slovenia,SVN,1,0,P-05734,Rudonja,Mladen,13,69',69,0,second half,1,0,0,0
1318,B-1318,WC-2002,2002 FIFA World Cup,M-2002-39,Slovenia v Paraguay,2002-06-12,group stage,Group B,T-67,Slovenia,SVN,1,0,P-06777,Milinovič,Željko,3,79',79,0,second half,1,0,0,0
1319,B-1319,WC-2002,2002 FIFA World Cup,M-2002-39,Slovenia v Paraguay,2002-06-12,group stage,Group B,T-67,Slovenia,SVN,1,0,P-08700,Čeh,Nastja,20,81',81,0,second half,0,1,0,1
1320,B-1320,WC-2002,2002 FIFA World Cup,M-2002-40,South Africa v Spain,2002-06-12,group stage,Group B,T-68,South Africa,ZAF,1,0,P-07228,Nzama,Cyril,2,16',16,0,first half,1,0,0,0
1321,B-1321,WC-2002,2002 FIFA World Cup,M-2002-40,South Africa v Spain,2002-06-12,group stage,Group B,T-68,South Africa,ZAF,1,0,P-07757,Carnell,Bradley,3,67',67,0,second half,1,0,0,0
1322,B-1322,WC-2002,2002 FIFA World Cup,M-2002-40,South Africa v Spain,2002-06-12,group stage,Group B,T-68,South Africa,ZAF,1,0,P-06766,Nomvethe,Siyabonga,14,69',69,0,second half,1,0,0,0
1323,B-1323,WC-2002,2002 FIFA World Cup,M-2002-40,South Africa v Spain,2002-06-12,group stage,Group B,T-68,South Africa,ZAF,1,0,P-00605,Mokoena,Aaron,4,81',81,0,second half,1,0,0,0
1324,B-1324,WC-2002,2002 FIFA World Cup,M-2002-41,Costa Rica v Brazil,2002-06-13,group stage,Group C,T-09,Brazil,BRA,0,1,P-04884,Cafu,not applicable,2,90'+3',90,3,"second half, stoppage time",1,0,0,0
1325,B-1325,WC-2002,2002 FIFA World Cup,M-2002-42,Turkey v China,2002-06-13,group stage,Group C,T-77,Turkey,TUR,1,0,P-01347,Aşık,Emre,2,19',19,0,first half,1,0,0,0
1326,B-1326,WC-2002,2002 FIFA World Cup,M-2002-42,Turkey v China,2002-06-13,group stage,Group C,T-77,Turkey,TUR,1,0,P-08349,Belözoğlu,Emre,21,30',30,0,first half,1,0,0,0
1327,B-1327,WC-2002,2002 FIFA World Cup,M-2002-42,Turkey v China,2002-06-13,group stage,Group C,T-14,China,CHN,0,1,P-01941,Yang,Pu,3,45'+1',45,1,"first half, stoppage time",1,0,0,0
1328,B-1328,WC-2002,2002 FIFA World Cup,M-2002-42,Turkey v China,2002-06-13,group stage,Group C,T-14,China,CHN,0,1,P-06272,Shao,Jiayi,6,58',58,0,second half,0,1,0,1
1329,B-1329,WC-2002,2002 FIFA World Cup,M-2002-42,Turkey v China,2002-06-13,group stage,Group C,T-14,China,CHN,0,1,P-01913,Li,Weifeng,14,62',62,0,second half,1,0,0,0
1330,B-1330,WC-2002,2002 FIFA World Cup,M-2002-42,Turkey v China,2002-06-13,group stage,Group C,T-77,Turkey,TUR,1,0,P-00320,Şaş,Hasan,11,81',81,0,second half,1,0,0,0
1331,B-1331,WC-2002,2002 FIFA World Cup,M-2002-43,Ecuador v Croatia,2002-06-13,group stage,Group G,T-17,Croatia,HRV,0,1,P-03648,Tomas,Stjepan,4,72',72,0,second half,1,0,0,0
1332,B-1332,WC-2002,2002 FIFA World Cup,M-2002-43,Ecuador v Croatia,2002-06-13,group stage,Group G,T-24,Ecuador,ECU,1,0,P-04306,Chalá,Cléber,16,86',86,0,second half,1,0,0,0
1333,B-1333,WC-2002,2002 FIFA World Cup,M-2002-43,Ecuador v Croatia,2002-06-13,group stage,Group G,T-17,Croatia,HRV,0,1,P-01596,Šimunić,Josip,3,90'+2',90,2,"second half, stoppage time",1,0,0,0
1334,B-1334,WC-2002,2002 FIFA World Cup,M-2002-44,Mexico v Italy,2002-06-13,group stage,Group G,T-44,Mexico,MEX,1,0,P-04148,Arellano,Jesús,21,2',2,0,first half,1,0,0,0
1335,B-1335,WC-2002,2002 FIFA World Cup,M-2002-44,Mexico v Italy,2002-06-13,group stage,Group G,T-39,Italy,ITA,0,1,P-08335,Cannavaro,Fabio,5,5',5,0,first half,1,0,0,0
1336,B-1336,WC-2002,2002 FIFA World Cup,M-2002-44,Mexico v Italy,2002-06-13,group stage,Group G,T-39,Italy,ITA,0,1,P-02559,Panucci,Christian,2,10',10,0,first half,1,0,0,0
1337,B-1337,WC-2002,2002 FIFA World Cup,M-2002-44,Mexico v Italy,2002-06-13,group stage,Group G,T-39,Italy,ITA,0,1,P-03276,Totti,Francesco,10,43',43,0,first half,1,0,0,0
1338,B-1338,WC-2002,2002 FIFA World Cup,M-2002-44,Mexico v Italy,2002-06-13,group stage,Group G,T-39,Italy,ITA,0,1,P-04150,Zambrotta,Gianluca,19,55',55,0,second half,1,0,0,0
1339,B-1339,WC-2002,2002 FIFA World Cup,M-2002-44,Mexico v Italy,2002-06-13,group stage,Group G,T-39,Italy,ITA,0,1,P-01445,Montella,Vincenzo,20,57',57,0,second half,1,0,0,0
1340,B-1340,WC-2002,2002 FIFA World Cup,M-2002-44,Mexico v Italy,2002-06-13,group stage,Group G,T-44,Mexico,MEX,1,0,P-01316,Pérez,Óscar,1,84',84,0,second half,1,0,0,0
1341,B-1341,WC-2002,2002 FIFA World Cup,M-2002-45,Belgium v Russia,2002-06-14,group stage,Group H,T-60,Russia,RUS,0,1,P-04158,Solomatin,Andrei,5,12',12,0,first half,1,0,0,0
1342,B-1342,WC-2002,2002 FIFA World Cup,M-2002-45,Belgium v Russia,2002-06-14,group stage,Group H,T-60,Russia,RUS,0,1,P-01034,Smertin,Alexey,4,14',14,0,first half,1,0,0,0
1343,B-1343,WC-2002,2002 FIFA World Cup,M-2002-45,Belgium v Russia,2002-06-14,group stage,Group H,T-06,Belgium,BEL,1,0,P-02259,Vanderhaeghe,Yves,18,39',39,0,first half,1,0,0,0
1344,B-1344,WC-2002,2002 FIFA World Cup,M-2002-45,Belgium v Russia,2002-06-14,group stage,Group H,T-60,Russia,RUS,0,1,P-08292,Alenichev,Dmitri,15,64',64,0,second half,1,0,0,0
1345,B-1345,WC-2002,2002 FIFA World Cup,M-2002-45,Belgium v Russia,2002-06-14,group stage,Group H,T-60,Russia,RUS,0,1,P-05576,Sennikov,Dmitri,18,84',84,0,second half,1,0,0,0
1346,B-1346,WC-2002,2002 FIFA World Cup,M-2002-46,Tunisia v Japan,2002-06-14,group stage,Group H,T-76,Tunisia,TUN,1,0,P-08106,Bouazizi,Riadh,13,21',21,0,first half,1,0,0,0
1347,B-1347,WC-2002,2002 FIFA World Cup,M-2002-46,Tunisia v Japan,2002-06-14,group stage,Group H,T-76,Tunisia,TUN,1,0,P-08825,Badra,Khaled,2,81',81,0,second half,1,0,0,0
1348,B-1348,WC-2002,2002 FIFA World Cup,M-2002-47,Poland v United States,2002-06-14,group stage,Group D,T-55,Poland,POL,1,0,P-06536,Majdan,Radosław,12,44',44,0,first half,1,0,0,0
1349,B-1349,WC-2002,2002 FIFA World Cup,M-2002-47,Poland v United States,2002-06-14,group stage,Group D,T-55,Poland,POL,1,0,P-06546,Koźmiński,Marek,21,46',46,0,second half,1,0,0,0
1350,B-1350,WC-2002,2002 FIFA World Cup,M-2002-47,Poland v United States,2002-06-14,group stage,Group D,T-55,Poland,POL,1,0,P-01159,Kucharski,Cezary,8,63',63,0,second half,1,0,0,0
1351,B-1351,WC-2002,2002 FIFA World Cup,M-2002-47,Poland v United States,2002-06-14,group stage,Group D,T-80,United States,USA,0,1,P-03436,Hejduk,Frankie,2,72',72,0,second half,1,0,0,0
