key_id,player_id,family_name,given_name,birth_date,female,goal_keeper,defender,midfielder,forward,count_tournaments,list_tournaments,player_wikipedia_link
6274,P-58080,Milla,Roger,1952-05-20,0,0,0,0,1,3,"1982, 1990, 1994",https://en.wikipedia.org/wiki/Roger_Milla
6275,P-00809,Millar,Liam,1999-09-27,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Liam_Millar
6276,P-39840,Millar,Rodrigo,1981-11-03,0,0,0,1,0,1,2010,https://en.wikipedia.org/wiki/Rodrigo_Millar
6277,P-07663,Millecamps,Luc,1951-09-10,0,0,1,0,0,1,1982,https://en.wikipedia.org/wiki/Luc_Millecamps
6278,P-52742,Millecamps,Marc,1950-10-09,0,0,0,1,0,1,1982,https://en.wikipedia.org/wiki/Marc_Millecamps
6279,P-13395,Miller,Colin,1964-10-04,0,0,1,0,0,1,1986,"https://en.wikipedia.org/wiki/Colin_Miller_(soccer,_born_1964)"
6280,P-31806,Miller,Kamal,1997-05-16,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Kamal_Miller
6281,P-88814,Miller,Roy,1984-11-24,0,0,1,0,0,1,2014,https://en.wikipedia.org/wiki/Roy_Miller_(footballer)
6282,P-11356,Miller,Willie,1955-05-02,0,0,1,0,0,2,"1982, 1986",https://en.wikipedia.org/wiki/Willie_Miller
6283,P-36196,Milligan,Mark,1985-08-04,0,0,1,1,0,4,"2006, 2010, 2014, 2018",https://en.wikipedia.org/wiki/Mark_Milligan
6284,P-68164,Mills,Danny,1977-05-18,0,0,1,0,0,1,2002,https://en.wikipedia.org/wiki/Danny_Mills
6285,P-47197,Mills,Mick,1949-01-04,0,0,1,0,0,1,1982,https://en.wikipedia.org/wiki/Mick_Mills
6286,P-58749,Millynn,Evie,1994-11-23,1,0,0,1,0,1,2015,https://en.wikipedia.org/wiki/Evie_Millynn
6287,P-95616,Milner,James,1986-01-04,0,0,0,1,0,2,"2010, 2014",https://en.wikipedia.org/wiki/James_Milner
6288,P-48250,Milošević,Savo,1973-09-02,0,0,0,0,1,2,"1998, 2006",https://en.wikipedia.org/wiki/Savo_Milo%C5%A1evi%C4%87
6289,P-44949,Milovanov,Sima,1923-04-10,0,0,1,0,0,1,1954,https://en.wikipedia.org/wiki/Sima_Milovanov
6290,P-45235,Miloy,not applicable,1981-05-27,0,0,0,1,0,1,2006,https://en.wikipedia.org/wiki/Miloy
6291,P-52170,Milutinović,Milorad,1935-03-10,0,0,1,0,0,1,1958,https://en.wikipedia.org/wiki/Milorad_Milutinovi%C4%87
6292,P-00042,Milutinović,Miloš,1933-02-05,0,0,0,0,1,2,"1954, 1958",https://en.wikipedia.org/wiki/Milo%C5%A1_Milutinovi%C4%87
6293,P-80874,Min,Byung-dae,1918-02-20,0,0,1,0,0,1,1954,https://en.wikipedia.org/wiki/Min_Byung-dae
6294,P-14360,Min-jae,Kim,1996-11-15,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Kim_Min-jae_(footballer)
6295,P-97485,Min-kyu,Song,1999-09-12,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Song_Min-kyu_(footballer)
6296,P-43196,Mina,Yerry,1994-09-23,0,0,1,0,0,1,2018,https://en.wikipedia.org/wiki/Yerry_Mina
6297,P-97482,Miñambres,Felipe,1965-04-29,0,0,0,1,0,1,1994,https://en.wikipedia.org/wiki/Felipe_Mi%C3%B1ambres
6298,P-49873,Minami,Moeka,1998-12-07,1,0,1,0,0,1,2019,https://en.wikipedia.org/wiki/Moeka_Minami
6299,P-05559,Minamino,Takumi,1995-01-16,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Takumi_Minamino
6300,P-32369,Minavand,Mehrdad,1975-11-30,0,0,0,1,0,1,1998,https://en.wikipedia.org/wiki/Mehrdad_Minavand
6301,P-01933,Minda,Oswaldo,1983-07-26,0,0,0,1,0,1,2014,https://en.wikipedia.org/wiki/Oswaldo_Minda
6302,P-29295,Minde,Kristine,1992-08-08,1,0,0,1,0,3,"2011, 2015, 2019",https://en.wikipedia.org/wiki/Kristine_Minde
6303,P-87223,Mineiro,not applicable,1975-08-02,0,0,0,1,0,1,2006,https://en.wikipedia.org/wiki/Mineiro_(footballer)
6304,P-85276,Minelli,Severino,1909-09-06,0,0,1,0,0,2,"1934, 1938",https://en.wikipedia.org/wiki/Severino_Minelli
6305,P-58581,Miniati,Elisa,1974-01-06,1,0,1,0,0,1,1999,https://en.wikipedia.org/wiki/Elisa_Miniati
6306,P-53205,Minnert,Sandra,1973-04-07,1,0,1,0,0,4,"1995, 1999, 2003, 2007",https://en.wikipedia.org/wiki/Sandra_Minnert
6307,P-69918,Minnig,Elisabeth,1987-01-06,1,1,0,0,0,1,2007,https://en.wikipedia.org/wiki/Elisabeth_Minnig
6308,P-98192,Minotti,Lorenzo,1967-02-08,0,0,1,0,0,1,1994,https://en.wikipedia.org/wiki/Lorenzo_Minotti
6309,P-07892,Minou,Antonis,1958-05-04,0,1,0,0,0,1,1994,https://en.wikipedia.org/wiki/Antonis_Minou
6310,P-04623,Miracca,José,1903-09-23,0,0,1,0,0,1,1930,https://en.wikipedia.org/wiki/Jos%C3%A9_Miracca
6311,P-25209,Mirallas,Kevin,1987-10-05,0,0,0,1,0,1,2014,https://en.wikipedia.org/wiki/Kevin_Mirallas
6312,P-11064,Miranchuk,Aleksei,1995-10-17,0,0,0,1,0,1,2018,https://en.wikipedia.org/wiki/Aleksei_Miranchuk
6313,P-23559,Miranchuk,Anton,1995-10-17,0,0,0,1,0,1,2018,https://en.wikipedia.org/wiki/Anton_Miranchuk
6314,P-41977,Miranda,Agustín,1930-01-01,0,0,1,0,0,1,1958,"https://en.wikipedia.org/wiki/Agust%C3%ADn_Miranda_(footballer,_born_1930)"
6315,P-84301,Miranda,not applicable,1984-09-07,0,0,1,0,0,1,2018,"https://en.wikipedia.org/wiki/Miranda_(footballer,_born_1984)"
6316,P-91979,Miranda,Valeria,1992-08-18,1,0,1,0,0,1,2015,https://en.wikipedia.org/wiki/Valeria_Miranda
6317,P-01779,Mirandinha,not applicable,1952-02-26,0,0,0,0,1,1,1974,https://en.wikipedia.org/wiki/Sebasti%C3%A3o_Miranda_da_Silva_Filho
6318,P-60468,Miriam,not applicable,1965-05-04,1,1,0,0,0,1,1991,https://en.wikipedia.org/wiki/Miriam_Soares
6319,P-83750,Mirian,not applicable,1982-02-25,1,1,0,0,0,1,2011,https://en.wikipedia.org/wiki/Mirian_(footballer)
6320,P-12268,Mirković,Zoran,1971-09-21,0,0,1,0,0,1,1998,https://en.wikipedia.org/wiki/Zoran_Mirkovi%C4%87
6321,P-18605,Mirzapour,Ebrahim,1978-09-16,0,1,0,0,0,1,2006,https://en.wikipedia.org/wiki/Ebrahim_Mirzapour
6322,P-75995,Misimović,Zvjezdan,1982-06-05,0,0,0,1,0,1,2014,https://en.wikipedia.org/wiki/Zvjezdan_Misimovi%C4%87
6323,P-67430,Mitchell,Dale,1958-04-21,0,0,0,0,1,1,1986,https://en.wikipedia.org/wiki/Dale_Mitchell_(soccer)
6324,P-50931,Mitić,Rajko,1922-11-19,0,0,0,0,1,2,"1950, 1954",https://en.wikipedia.org/wiki/Rajko_Miti%C4%87
6325,P-27243,Mitkov,Vasil,1943-09-17,0,0,0,1,0,1,1970,https://en.wikipedia.org/wiki/Vasil_Mitkov
6326,P-22633,Mitoma,Kaoru,1997-05-20,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Kaoru_Mitoma
6327,P-97050,Mitroglou,Kostas,1988-03-12,0,0,0,0,1,1,2014,https://en.wikipedia.org/wiki/Kostas_Mitroglou
6328,P-12695,Mitropoulos,Tasos,1957-08-23,0,0,0,1,0,1,1994,https://en.wikipedia.org/wiki/Tasos_Mitropoulos
6329,P-85696,Mitrović,Aleksandar,1994-09-16,0,0,0,0,1,2,"2018, 2022",https://en.wikipedia.org/wiki/Aleksandar_Mitrovi%C4%87
6330,P-19069,Mitrović,Stefan,1990-05-22,0,0,1,0,0,1,2022,"https://en.wikipedia.org/wiki/Stefan_Mitrovi%C4%87_(footballer,_born_1990)"
6331,P-30564,Mittag,Anja,1985-05-16,1,0,0,0,1,2,"2007, 2015",https://en.wikipedia.org/wiki/Anja_Mittag
6332,P-26000,Mitts,Heather,1978-06-09,1,0,1,0,0,1,2011,https://en.wikipedia.org/wiki/Heather_Mitts
6333,P-45582,Miura,Narumi,1997-07-03,1,0,0,1,0,1,2019,https://en.wikipedia.org/wiki/Narumi_Miura
6334,P-16222,Miyagawa,Asato,1998-02-24,1,0,1,0,0,1,2019,https://en.wikipedia.org/wiki/Asato_Miyagawa
6335,P-14621,Miyake,Shiori,1995-10-13,1,0,1,0,0,1,2019,https://en.wikipedia.org/wiki/Shiori_Miyake
6336,P-04310,Miyama,Aya,1985-01-28,1,0,0,1,0,4,"2003, 2007, 2011, 2015",https://en.wikipedia.org/wiki/Aya_Miyama
6337,P-32368,Miyamoto,Tomomi,1978-12-31,1,0,0,1,0,3,"1999, 2003, 2007",https://en.wikipedia.org/wiki/Tomomi_Miyamoto
6338,P-11915,Miyamoto,Tsuneyasu,1977-02-07,0,0,1,0,0,2,"2002, 2006",https://en.wikipedia.org/wiki/Tsuneyasu_Miyamoto
6339,P-94257,Miyazaki,Yuka,1983-10-13,1,0,1,0,0,1,2003,https://en.wikipedia.org/wiki/Yuka_Miyazaki_(footballer)
6340,P-10451,Mizuma,Yuriko,1970-07-22,1,0,0,0,1,1,1991,https://en.wikipedia.org/wiki/Yuriko_Mizuma
6341,P-56718,Mjällby,Johan,1971-02-09,0,0,1,0,0,1,2002,https://en.wikipedia.org/wiki/Johan_Mj%C3%A4llby
6342,P-74073,Mjelde,Maren,1989-11-06,1,0,1,1,0,3,"2011, 2015, 2019",https://en.wikipedia.org/wiki/Maren_Mjelde
6343,P-44407,Mkacher,Mohamed,1975-05-25,0,0,1,0,0,1,2002,https://en.wikipedia.org/wiki/Mohamed_Mkacher
6344,P-32986,Mkademi,Emir,1978-08-20,0,0,1,0,0,1,2002,https://en.wikipedia.org/wiki/Emir_Mkademi
6345,P-88704,Mkhalele,Helman,1969-10-20,0,0,0,1,0,1,1998,https://en.wikipedia.org/wiki/Helman_Mkhalele
6346,P-91932,Mladenov,Stoycho,1957-04-24,0,0,0,0,1,1,1986,https://en.wikipedia.org/wiki/Stoycho_Mladenov
6347,P-82143,Mladenović,Filip,1991-08-15,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Filip_Mladenovi%C4%87
6348,P-50717,Młynarczyk,Józef,1953-09-20,0,1,0,0,0,2,"1982, 1986",https://en.wikipedia.org/wiki/J%C3%B3zef_M%C5%82ynarczyk
6349,P-94567,Mmadu,Maureen,1975-05-07,1,0,0,1,1,4,"1995, 1999, 2003, 2007",https://en.wikipedia.org/wiki/Maureen_Mmadu
6350,P-61850,Mnari,Jawhar,1976-11-08,0,0,0,1,0,1,2006,https://en.wikipedia.org/wiki/Jawhar_Mnari
6351,P-30964,Mngomeni,Thabo,1969-06-24,0,0,0,1,0,1,2002,https://en.wikipedia.org/wiki/Thabo_Mngomeni
6352,P-53464,Mnguni,Bennett,1974-03-18,0,0,0,1,0,1,2002,https://en.wikipedia.org/wiki/Bennett_Mnguni
6353,P-28712,Mnguni,Themba,1973-12-16,0,0,1,0,0,1,1998,https://en.wikipedia.org/wiki/Themba_Mnguni
6354,P-07545,Moacir,not applicable,1936-05-18,0,0,0,1,0,1,1958,https://en.wikipedia.org/wiki/Moacir_Claudino_Pinto
6355,P-61942,Mocanu,Mihai,1942-02-24,0,0,1,0,0,1,1970,https://en.wikipedia.org/wiki/Mihai_Mocanu
6356,P-15894,Mochan,Neil,1927-04-06,0,0,0,0,1,1,1954,https://en.wikipedia.org/wiki/Neil_Mochan
6357,P-00281,Mock,Hans,1906-12-09,0,0,0,1,0,1,1938,https://en.wikipedia.org/wiki/Hans_Mock
6358,P-83987,Moderato,not applicable,1902-07-14,0,0,0,0,1,1,1930,https://en.wikipedia.org/wiki/Moderato_Wisintainer
6359,P-26472,Modise,Teko,1982-12-22,0,0,0,1,0,1,2010,https://en.wikipedia.org/wiki/Teko_Modise
6360,P-29491,Modrić,Luka,1985-09-09,0,0,0,1,0,4,"2006, 2014, 2018, 2022",https://en.wikipedia.org/wiki/Luka_Modri%C4%87
6361,P-79740,Moe Wold,Ingrid,1990-01-29,1,0,1,0,0,2,"2015, 2019",https://en.wikipedia.org/wiki/Ingrid_Moe_Wold
6362,P-74839,Moeschal,Jacques,1900-09-06,0,0,0,0,1,1,1930,https://en.wikipedia.org/wiki/Jacques_Moeschal_(footballer)
6363,P-01665,Mogilevets,Pavel,1993-01-25,0,0,0,1,0,1,2014,https://en.wikipedia.org/wiki/Pavel_Mogilevets
6364,P-91477,Mohamed,Abdulaziz,1965-12-12,0,0,0,0,1,1,1990,https://en.wikipedia.org/wiki/Abdulaziz_Mohamed
6365,P-35056,Mohamed,Abdulrahman,1963-10-01,0,0,1,0,0,1,1990,https://en.wikipedia.org/wiki/Abdulrahman_Mohamed
6366,P-00384,Mohamed,Habib,1983-12-10,0,0,1,0,0,1,2006,https://en.wikipedia.org/wiki/Habib_Mohamed
6367,P-96771,Mohamed,Hassan,1962-08-23,0,0,0,1,0,1,1990,https://en.wikipedia.org/wiki/Hassan_Mohamed_(footballer)
6368,P-15566,Mohamedi,Munir,1989-05-10,0,1,0,0,0,2,"2018, 2022",https://en.wikipedia.org/wiki/Munir_Mohamedi
6369,P-01077,Mohammad,Ismaeel,1990-04-05,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Ismaeel_Mohammad
6370,P-74098,Mohammadi,Milad,1993-09-29,0,0,1,0,0,2,"2018, 2022",https://en.wikipedia.org/wiki/Milad_Mohammadi
6371,P-31741,Mohammadkhani,Nader,1963-08-23,0,0,1,0,0,1,1998,https://en.wikipedia.org/wiki/Nader_Mohammadkhani
6372,P-11692,Mohammed,Fati,1979-06-04,1,1,0,0,0,2,"2003, 2007",https://en.wikipedia.org/wiki/Fati_Mohammed
6373,P-97678,Mohammed,Haris,1958-03-03,0,0,0,1,0,1,1986,https://en.wikipedia.org/wiki/Haris_Mohammed
6374,P-22174,Mohammed Sharif,Ismail,1962-01-19,0,0,0,1,0,1,1986,https://en.wikipedia.org/wiki/Ismail_Mohammed_Sharif
6375,P-84382,Moharrami,Sadegh,1996-03-01,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Sadegh_Moharrami
6376,P-30335,Mohr,Heidi,1967-05-29,1,0,0,0,1,2,"1991, 1995",https://en.wikipedia.org/wiki/Heidi_Mohr
6377,P-37703,Mohsen,Marwan,1989-02-26,0,0,0,0,1,1,2018,https://en.wikipedia.org/wiki/Marwan_Mohsen
6378,P-07796,Mojica,Johan,1992-08-21,0,0,1,0,0,1,2018,https://en.wikipedia.org/wiki/Johan_Mojica
6379,P-46343,Mokhtar,Mahmoud,1907-12-23,0,0,0,0,1,1,1934,https://en.wikipedia.org/wiki/Mahmoud_Mokhtar_El-Tetsh
6380,P-65611,Mokoena,Aaron,1980-11-25,0,0,1,0,0,2,"2002, 2010",https://en.wikipedia.org/wiki/Aaron_Mokoena
6381,P-99521,Mokoena,Teboho,1974-07-10,0,0,0,1,0,1,2002,"https://en.wikipedia.org/wiki/Teboho_Mokoena_(footballer,_born_1974)"
6382,P-54426,Mokoena,William,1975-03-31,0,0,0,1,0,1,1998,https://en.wikipedia.org/wiki/William_Mokoena
6383,P-75398,Mol,Jaap,1912-02-03,0,0,0,0,1,1,1934,https://en.wikipedia.org/wiki/Jaap_Mol
6384,P-49069,Mølby,Jan,1963-07-04,0,0,0,1,0,1,1986,https://en.wikipedia.org/wiki/Jan_M%C3%B8lby
6385,P-67833,Moldovan,Viorel,1972-07-08,0,0,0,0,1,2,"1994, 1998",https://en.wikipedia.org/wiki/Viorel_Moldovan
6386,P-79803,Moldoveanu,Ioachim,1913-08-17,0,0,0,0,1,1,1938,https://en.wikipedia.org/wiki/Ioachim_Moldoveanu
6387,P-68024,Molefe,Thabang,1979-04-11,0,0,1,0,0,1,2002,https://en.wikipedia.org/wiki/Thabang_Molefe
6388,P-57289,Molina,José,1970-08-08,0,1,0,0,0,1,1998,https://en.wikipedia.org/wiki/Jos%C3%A9_Francisco_Molina
6389,P-84430,Molina,Nahuel,1998-04-06,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Nahuel_Molina
6390,P-37963,Möller,Andreas,1967-09-02,0,0,0,1,0,3,"1990, 1994, 1998",https://en.wikipedia.org/wiki/Andreas_M%C3%B6ller
6391,P-91463,Möller,Jan,1953-09-17,0,1,0,0,0,1,1978,https://en.wikipedia.org/wiki/Jan_M%C3%B6ller
6392,P-87668,Møller,Peter,1972-03-23,0,0,0,0,1,1,1998,https://en.wikipedia.org/wiki/Peter_M%C3%B8ller
6393,P-75330,Molnar,Miklos,1970-04-10,0,0,0,0,1,1,1998,https://en.wikipedia.org/wiki/Miklos_Molnar
6394,P-35206,Molnár,Dezső,1939-12-02,0,0,0,0,1,1,1966,https://en.wikipedia.org/wiki/Dezs%C5%91_Moln%C3%A1r
6395,P-90655,Molnár,Pavol,1936-02-13,0,0,0,0,1,2,"1958, 1962",https://en.wikipedia.org/wiki/Pavol_Moln%C3%A1r
6396,P-46247,Molowny,Luis,1925-05-12,0,0,0,1,0,1,1950,https://en.wikipedia.org/wiki/Luis_Molowny
6397,P-63894,Momiki,Yuka,1996-04-09,1,0,0,0,1,1,2019,https://en.wikipedia.org/wiki/Yuka_Momiki
6398,P-87975,Mommens,Raymond,1958-12-27,0,0,0,0,1,2,"1982, 1986",https://en.wikipedia.org/wiki/Raymond_Mommens
6399,P-02080,Mondragón,Faryd,1971-06-21,0,1,0,0,0,3,"1994, 1998, 2014",https://en.wikipedia.org/wiki/Faryd_Mondrag%C3%B3n
6400,P-58367,Monge,Mario,1938-11-27,0,0,0,0,1,1,1970,https://en.wikipedia.org/wiki/Mario_Monge
6401,P-62330,Mongrain,Luce,1971-11-01,1,0,1,0,0,1,1995,https://en.wikipedia.org/wiki/Luce_Mongrain
6402,P-22757,Mônica,not applicable,1978-04-04,1,0,1,0,0,2,"2003, 2007",https://en.wikipedia.org/wiki/M%C3%B4nica_Ang%C3%A9lica_de_Paula
6403,P-83758,Mônica,not applicable,1987-04-21,1,0,1,0,0,2,"2015, 2019","https://en.wikipedia.org/wiki/M%C3%B4nica_(footballer,_born_1987)"
6404,P-65411,Moniwa,Teruyuki,1981-09-08,0,0,1,0,0,1,2006,https://en.wikipedia.org/wiki/Teruyuki_Moniwa
6405,P-53883,Moniz,Frank,1911-09-26,0,0,0,0,1,1,1950,https://en.wikipedia.org/wiki/Frank_Moniz
6406,P-78197,Monostori,Tivadar,1936-08-24,0,0,0,0,1,2,"1958, 1962",https://en.wikipedia.org/wiki/Tivadar_Monostori
6407,P-11593,Monreal,Nacho,1986-02-26,0,0,1,0,0,1,2018,https://en.wikipedia.org/wiki/Nacho_Monreal
6408,P-36367,Montaño,Fátima,1984-10-02,1,0,1,0,0,1,2011,https://en.wikipedia.org/wiki/F%C3%A1tima_Monta%C3%B1o
6409,P-23272,Montazeri,Pejman,1983-09-06,0,0,1,0,0,2,"2014, 2018",https://en.wikipedia.org/wiki/Pejman_Montazeri
6410,P-01311,Montella,Vincenzo,1974-06-18,0,0,0,0,1,1,2002,https://en.wikipedia.org/wiki/Vincenzo_Montella
6411,P-66344,Montemayor,Alfonso,1922-04-28,0,0,1,0,0,1,1950,https://en.wikipedia.org/wiki/Alfonso_Montemayor
6412,P-55935,Montero,Jefferson,1989-09-01,0,0,0,1,0,1,2014,https://en.wikipedia.org/wiki/Jefferson_Montero
6413,P-48788,Montero,Mauricio,1963-10-19,0,0,1,0,0,1,1990,https://en.wikipedia.org/wiki/Mauricio_Montero
6414,P-38683,Montero,Paolo,1971-09-03,0,0,1,0,0,1,2002,https://en.wikipedia.org/wiki/Paolo_Montero
6415,P-83931,Montero Castillo,Julio,1944-04-25,0,0,1,1,0,2,"1970, 1974",https://en.wikipedia.org/wiki/Julio_Montero_Castillo
6416,P-36212,Montes,César,1997-02-24,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/C%C3%A9sar_Montes
6417,P-36154,Montes,Francisco,1943-04-22,0,0,1,0,0,1,1970,https://en.wikipedia.org/wiki/Francisco_Montes_(footballer)
6418,P-74155,Montes,Juan Pablo,1985-10-26,0,0,1,0,0,1,2014,https://en.wikipedia.org/wiki/Juan_Pablo_Montes
6419,P-25760,Monti,Luis,1901-05-15,0,0,0,1,0,2,"1930, 1934",https://en.wikipedia.org/wiki/Luis_Monti
6420,P-91431,Montiel,Gonzalo,1997-01-01,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Gonzalo_Montiel
6421,P-51433,Montiel,José,1988-03-19,0,0,0,1,0,1,2006,https://en.wikipedia.org/wiki/Jos%C3%A9_Montiel
6422,P-37678,Montolivo,Riccardo,1985-01-18,0,0,0,1,0,1,2010,https://en.wikipedia.org/wiki/Riccardo_Montolivo
6423,P-24999,Montoya,Daniela,1990-08-22,1,0,0,1,0,2,"2011, 2015",https://en.wikipedia.org/wiki/Daniela_Montoya
6424,P-58691,Monzeglio,Eraldo,1906-06-05,0,0,1,0,0,2,"1934, 1938",https://en.wikipedia.org/wiki/Eraldo_Monzeglio
6425,P-31161,Monzón,Pedro,1962-02-23,0,0,1,0,0,1,1990,https://en.wikipedia.org/wiki/Pedro_Monz%C3%B3n
6426,P-86842,Moon,Mi-ra,1992-02-28,1,0,0,1,0,1,2019,https://en.wikipedia.org/wiki/Moon_Mi-ra
6427,P-34018,Moon,Seon-min,1992-06-09,0,0,0,1,0,1,2018,https://en.wikipedia.org/wiki/Moon_Seon-min
6428,P-07233,Moon-hwan,Kim,1995-08-01,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Kim_Moon-hwan
6429,P-52816,Moore,Bobby,1941-04-12,0,0,1,0,0,3,"1962, 1966, 1970",https://en.wikipedia.org/wiki/Bobby_Moore
6430,P-66908,Moore,Craig,1975-12-12,0,0,1,0,0,2,"2006, 2010",https://en.wikipedia.org/wiki/Craig_Moore
6431,P-76594,Moore,Jade,1990-10-22,1,0,0,1,0,2,"2015, 2019",https://en.wikipedia.org/wiki/Jade_Moore
6432,P-86464,Moore,Joe-Max,1971-02-23,0,0,0,0,1,3,"1994, 1998, 2002",https://en.wikipedia.org/wiki/Joe-Max_Moore
6433,P-10657,Moore,Kieffer,1992-08-08,0,0,0,0,1,1,2022,https://en.wikipedia.org/wiki/Kieffer_Moore
6434,P-48441,Moore,Martha,1981-04-14,1,0,1,0,0,1,1999,https://en.wikipedia.org/wiki/Martha_Moore_(footballer)
6435,P-05868,Moore,Meikayla,1996-06-04,1,0,1,0,0,1,2015,https://en.wikipedia.org/wiki/Meikayla_Moore
6436,P-48265,Moore,Shaq,1996-11-02,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Shaq_Moore
6437,P-35196,Moore,Terry,1958-06-02,0,0,1,0,0,1,1986,https://en.wikipedia.org/wiki/Terry_Moore_(soccer)
6438,P-25155,Moorhouse,George,1901-05-04,0,0,1,0,0,2,"1930, 1934",https://en.wikipedia.org/wiki/George_Moorhouse
6439,P-11940,Moorwood,Hayley,1984-02-13,1,0,0,1,0,2,"2007, 2011",https://en.wikipedia.org/wiki/Hayley_Bowden
6440,P-95847,Mooy,Aaron,1990-09-15,0,0,0,1,0,2,"2018, 2022",https://en.wikipedia.org/wiki/Aaron_Mooy
6441,P-14709,Mora,Bruno,1937-03-29,0,0,0,0,1,1,1962,https://en.wikipedia.org/wiki/Bruno_Mora
6442,P-18894,Mora,Cristian,1979-08-26,0,1,0,0,0,1,2006,https://en.wikipedia.org/wiki/Cristian_Mora
6443,P-40960,Mora,Iris,1981-09-22,1,0,0,0,1,1,1999,https://en.wikipedia.org/wiki/Iris_Mora
6444,P-99657,Mora,Susana,1979-01-26,1,0,1,0,0,1,1999,https://en.wikipedia.org/wiki/Susana_Mora
6445,P-89767,Morace,Carolina,1964-02-05,1,0,0,0,1,1,1991,https://en.wikipedia.org/wiki/Carolina_Morace
6446,P-36538,Morais,João,1935-03-06,0,0,1,0,0,1,1966,https://en.wikipedia.org/wiki/Jo%C3%A3o_Morais
6447,P-22146,Morales,Carlos,1968-11-04,0,0,0,1,0,1,1998,"https://en.wikipedia.org/wiki/Carlos_Morales_(footballer,_born_1968)"
6448,P-93811,Morales,Julio,1945-02-16,0,0,0,0,1,1,1970,https://en.wikipedia.org/wiki/Julio_Morales_(Uruguayan_footballer)
6449,P-98036,Morales,Ramón,1975-10-10,0,0,0,1,0,2,"2002, 2006",https://en.wikipedia.org/wiki/Ram%C3%B3n_Morales
6450,P-48761,Morales,Richard,1975-02-21,0,0,0,0,1,1,2002,https://en.wikipedia.org/wiki/Richard_Morales
6451,P-07122,Morales,Víctor,1905-05-10,0,0,1,0,0,1,1930,https://en.wikipedia.org/wiki/V%C3%ADctor_Morales_(Chilean_footballer)
6452,P-15882,Moran,Kevin,1956-04-29,0,0,1,0,0,2,"1990, 1994",https://en.wikipedia.org/wiki/Kevin_Moran_(footballer)
6453,P-08534,Morán,Rubén,1930-08-06,0,0,0,0,1,1,1950,https://en.wikipedia.org/wiki/Rub%C3%A9n_Mor%C3%A1n
6454,P-47188,Moras,Vangelis,1981-08-26,0,0,1,0,0,2,"2010, 2014",https://en.wikipedia.org/wiki/Vangelis_Moras
6455,P-29274,Morata,Álvaro,1992-10-23,0,0,0,0,1,1,2022,https://en.wikipedia.org/wiki/%C3%81lvaro_Morata
6456,P-94216,Morato,António,1964-11-06,0,0,1,0,0,1,1986,"https://en.wikipedia.org/wiki/Ant%C3%B3nio_Morato_(footballer,_born_1964)"
6457,P-39483,Moravčík,Anton,1931-06-03,0,0,0,1,0,1,1958,https://en.wikipedia.org/wiki/Anton_Morav%C4%8D%C3%ADk
6458,P-85306,Moravčík,Ľubomír,1965-06-22,0,0,0,1,0,1,1990,https://en.wikipedia.org/wiki/%C4%BDubom%C3%ADr_Morav%C4%8D%C3%ADk
6459,P-38049,Moravetz,József,1911-01-14,0,0,0,1,0,1,1934,https://en.wikipedia.org/wiki/J%C3%B3zsef_Moravetz
6460,P-92476,Moreira,Leonel,1990-04-02,0,1,0,0,0,1,2018,https://en.wikipedia.org/wiki/Leonel_Moreira
6461,P-16218,Moreira,Ligia,1992-03-19,1,0,1,0,0,1,2015,https://en.wikipedia.org/wiki/Ligia_Moreira
6462,P-53028,Morel,Claudio,1978-02-02,0,0,1,0,0,1,2010,https://en.wikipedia.org/wiki/Claudio_Morel_Rodr%C3%ADguez
6463,P-36986,Morena,Fernando,1952-02-02,0,0,0,0,1,1,1974,https://en.wikipedia.org/wiki/Fernando_Morena
6464,P-21208,Moreno,Héctor,1988-01-17,0,0,1,0,0,4,"2010, 2014, 2018, 2022",https://en.wikipedia.org/wiki/H%C3%A9ctor_Moreno
6465,P-11058,Moreno,Jaime,1974-01-19,0,0,0,0,1,1,1994,"https://en.wikipedia.org/wiki/Jaime_Moreno_(footballer,_born_1974)"
6466,P-75570,Moreno,Luis Antonio,1970-12-25,0,0,1,0,0,1,1998,https://en.wikipedia.org/wiki/Luis_Antonio_Moreno
6467,P-97048,Moreno,Mario,1935-12-31,0,0,0,0,1,1,1962,https://en.wikipedia.org/wiki/Mario_Moreno_(footballer)
6468,P-92709,Morf,Fritz,1928-01-29,0,0,1,0,0,1,1962,https://en.wikipedia.org/wiki/Fritz_Morf
6469,P-37034,Morgan,Alex,1989-07-02,1,0,0,0,1,3,"2011, 2015, 2019",https://en.wikipedia.org/wiki/Alex_Morgan
